experience_id,file_id,model_id,algorithm,train_or_test,f1,G,tpr,tnr,fpr,fnr,precision,tp,tn,fp,fn,MCC,balance,accuracy
D:/desktop backup/work/work/code_review_state_prediction/results/rq1,eclipse_0,best_model_performance,ibea,test,0.298800799467022,0.156371237799682,0.9944567627494457,0.02458826258408722,0.9754117374159128,0.005543237250554324,0.17581340650725205,897.0,106.0,4205.0,5.0,0.04990477689432464,0.6983650507860526,0.19240360636869366
D:/desktop backup/work/work/code_review_state_prediction/results/rq1,eclipse_0,best_model_performance,ibea,train,0.3675639747424394,0.2701249096284566,0.9981949458483754,0.07309941520467836,0.9269005847953217,0.0018050541516245488,0.22525458248472505,1106.0,300.0,3804.0,2.0,0.12484884238981481,0.6807724812235827,0.26976208749040675
D:/desktop backup/work/work/code_review_state_prediction/results/rq1,eclipse_0,model1,ibea,test,0.31595025092734014,0.5020955069609639,0.802660753880266,0.3140802598005103,0.6859197401994896,0.1973392461197339,0.19668568323825047,724.0,1354.0,2957.0,178.0,0.09694009675781586,0.5973871100006198,0.39861883752158067
D:/desktop backup/work/work/code_review_state_prediction/results/rq1,eclipse_0,model1,ibea,train,0.5440536013400336,0.736664613283953,0.7328519855595668,0.7404970760233918,0.2595029239766082,0.26714801444043323,0.432605221097496,812.0,3039.0,1065.0,296.0,0.40343634562227787,0.4315308128924796,0.738871834228703
D:/desktop backup/work/work/code_review_state_prediction/results/rq1,eclipse_0,model10,ibea,test,0.34631463146314634,0.5426584657841176,0.8725055432372506,0.337508698677801,0.662491301322199,0.12749445676274945,0.21603074389239638,787.0,1455.0,2856.0,115.0,0.1731655973518164,0.5807958896712349,0.4300786495300211
D:/desktop backup/work/work/code_review_state_prediction/results/rq1,eclipse_0,model10,ibea,train,0.387325190299168,0.39757382997607094,0.9873646209386282,0.1600877192982456,0.8399122807017544,0.01263537906137184,0.2409160977758203,1094.0,657.0,3447.0,14.0,0.18013089833519302,0.6480768923056198,0.3359554873369148
D:/desktop backup/work/work/code_review_state_prediction/results/rq1,eclipse_0,model11,ibea,test,0.38453276047261015,0.6371893785776134,0.7937915742793792,0.511482254697286,0.48851774530271397,0.20620842572062084,0.2537207654145996,716.0,2205.0,2106.0,186.0,0.23174670147311371,0.5149058517811462,0.5603299443698446
D:/desktop backup/work/work/code_review_state_prediction/results/rq1,eclipse_0,model11,ibea,train,0.5013804527885146,0.7062615854807457,0.8194945848375451,0.6086744639376218,0.3913255360623782,0.18050541516245489,0.3611774065234686,908.0,2498.0,1606.0,200.0,0.3505784503344803,0.4641928338442842,0.6534919416730621
D:/desktop backup/work/work/code_review_state_prediction/results/rq1,eclipse_0,model12,ibea,test,0.3123634775010922,0.49822741959627026,0.7926829268292683,0.31315240083507306,0.6868475991649269,0.2073170731707317,0.19450489662676823,715.0,1350.0,2961.0,187.0,0.08780075568172556,0.5989381548217613,0.39612507193554575
D:/desktop backup/work/work/code_review_state_prediction/results/rq1,eclipse_0,model12,ibea,train,0.5224195004513993,0.7254453301363925,0.7833935018050542,0.6717836257309941,0.32821637426900585,0.21660649819494585,0.39187358916478554,868.0,2757.0,1347.0,240.0,0.3767244003904725,0.44342331659067913,0.695510360706063
D:/desktop backup/work/work/code_review_state_prediction/results/rq1,eclipse_0,model13,ibea,test,0.40802859499587574,0.6650685147918257,0.8226164079822617,0.5376942704708885,0.4623057295291116,0.17738359201773837,0.2712979890310786,742.0,2318.0,1993.0,160.0,0.27292297536869803,0.49757822489834647,0.586994053328218
D:/desktop backup/work/work/code_review_state_prediction/results/rq1,eclipse_0,model13,ibea,train,0.45920478051022756,0.6392425274731555,0.9016245487364621,0.45321637426900585,0.5467836257309941,0.0983754512635379,0.3080481036077706,999.0,1860.0,2244.0,109.0,0.2994407653235923,0.5270497292623579,0.5485418265541059
D:/desktop backup/work/work/code_review_state_prediction/results/rq1,eclipse_0,model14,ibea,test,0.3676028084252758,0.6075276533314172,0.8126385809312638,0.4541869635815356,0.5458130364184643,0.18736141906873613,0.2375243033052495,733.0,1958.0,2353.0,169.0,0.2053704613643213,0.5371571158050142,0.516209476309227
D:/desktop backup/work/work/code_review_state_prediction/results/rq1,eclipse_0,model14,ibea,train,0.42010771992818674,0.5384467919381009,0.9503610108303249,0.3050682261208577,0.6949317738791423,0.04963898916967509,0.2696542893725992,1053.0,1252.0,2852.0,55.0,0.2410992444253965,0.59021283245453,0.44224865694551035
D:/desktop backup/work/work/code_review_state_prediction/results/rq1,eclipse_0,model15,ibea,test,0.4040178571428572,0.6618932718266003,0.802660753880266,0.5458130364184643,0.4541869635815356,0.1973392461197339,0.26994780014914244,724.0,2353.0,1958.0,178.0,0.263746642646434,0.49759702047701143,0.5902551314022636
D:/desktop backup/work/work/code_review_state_prediction/results/rq1,eclipse_0,model15,ibea,train,0.4684122027384098,0.658770291624244,0.8799638989169675,0.49317738791423,0.50682261208577,0.12003610108303249,0.3191489361702128,975.0,2024.0,2080.0,133.0,0.30996751481676754,0.5103152845188237,0.5754029163468918
D:/desktop backup/work/work/code_review_state_prediction/results/rq1,eclipse_0,model16,ibea,test,0.3675354668426262,0.626370554565096,0.6175166297117517,0.6353514265831594,0.36464857341684065,0.38248337028824836,0.2616251761390324,557.0,2739.0,1572.0,345.0,0.19459928269290716,0.514029455546263,0.6322654901208518
D:/desktop backup/work/work/code_review_state_prediction/results/rq1,eclipse_0,model16,ibea,train,0.5892857142857142,0.7260580274690323,0.5956678700361011,0.884990253411306,0.11500974658869395,0.4043321299638989,0.5830388692579506,660.0,3632.0,472.0,448.0,0.47693209360042227,0.45845988007174243,0.8234842670759785
D:/desktop backup/work/work/code_review_state_prediction/results/rq1,eclipse_0,model17,ibea,test,0.30267753201396974,0.410238108945821,0.8647450110864745,0.19461841800046392,0.805381581999536,0.1352549889135255,0.18344308560677328,780.0,839.0,3472.0,122.0,0.057909916423123944,0.6390070060574132,0.31056972952234796
D:/desktop backup/work/work/code_review_state_prediction/results/rq1,eclipse_0,model17,ibea,train,0.5776679027606099,0.7330762407833321,0.6326714801444043,0.8494152046783626,0.15058479532163743,0.36732851985559567,0.5314632297194845,701.0,3486.0,618.0,407.0,0.45366376540634556,0.44553128366874095,0.8033384497313891
D:/desktop backup/work/work/code_review_state_prediction/results/rq1,eclipse_0,model18,ibea,test,0.35557132718239887,0.6108377397663861,0.5554323725055432,0.6717698909765716,0.3282301090234284,0.4445676274944568,0.26148225469728603,501.0,2896.0,1415.0,401.0,0.17825745753277922,0.52564617345451,0.651640130443123
D:/desktop backup/work/work/code_review_state_prediction/results/rq1,eclipse_0,model18,ibea,train,0.5970149253731344,0.6842845149197231,0.48736462093862815,0.9607699805068226,0.039230019493177386,0.5126353790613718,0.7703281027104137,540.0,3943.0,161.0,568.0,0.5373863263641923,0.5070178740891631,0.8601304681504222
D:/desktop backup/work/work/code_review_state_prediction/results/rq1,eclipse_0,model19,ibea,test,0.36792144026186585,0.6269895890876341,0.623059866962306,0.6309440964973324,0.3690559035026676,0.376940133037694,0.2610311193683233,562.0,2720.0,1591.0,340.0,0.19514168262888787,0.5135797482585007,0.6295798964128141
D:/desktop backup/work/work/code_review_state_prediction/results/rq1,eclipse_0,model19,ibea,train,0.5891265597147951,0.7263077153976699,0.5965703971119134,0.8842592592592593,0.11574074074074074,0.40342960288808666,0.5818661971830986,661.0,3629.0,475.0,447.0,0.4764952206317747,0.45809600514258425,0.8231005372217959
D:/desktop backup/work/work/code_review_state_prediction/results/rq1,eclipse_0,model2,ibea,test,0.31262262916939176,0.4976285673959466,0.79490022172949,0.3115286476455579,0.6884713523544421,0.20509977827050999,0.19457259158751697,717.0,1343.0,2968.0,185.0,0.08844459661670778,0.5993213965032199,0.39516593132553235
D:/desktop backup/work/work/code_review_state_prediction/results/rq1,eclipse_0,model2,ibea,train,0.5223571217056558,0.7259480709284358,0.796028880866426,0.6620370370370371,0.33796296296296297,0.20397111913357402,0.3887174966945791,882.0,2717.0,1387.0,226.0,0.37799769959878476,0.44426594019124194,0.6905218726016884
D:/desktop backup/work/work/code_review_state_prediction/results/rq1,eclipse_0,model20,ibea,test,0.3302675585284281,0.49764897999588525,0.8758314855875832,0.282765019717003,0.717234980282997,0.12416851441241686,0.20350334878928386,790.0,1219.0,3092.0,112.0,0.13758437023667103,0.6032842314273938,0.38538269710339534
D:/desktop backup/work/work/code_review_state_prediction/results/rq1,eclipse_0,model20,ibea,train,0.49851150202976996,0.7027051064363885,0.8312274368231047,0.5940545808966862,0.40594541910331383,0.16877256317689532,0.3560108233475068,921.0,2438.0,1666.0,187.0,0.3480067821206074,0.4688451270655589,0.6444742900997698
D:/desktop backup/work/work/code_review_state_prediction/results/rq1,eclipse_0,model21,ibea,test,0.3888242142025612,0.635746301161823,0.5554323725055432,0.7276733936441661,0.2723266063558339,0.4445676274944568,0.2991044776119403,501.0,3137.0,1174.0,401.0,0.22932672827316986,0.5105616924446723,0.6978707078457702
D:/desktop backup/work/work/code_review_state_prediction/results/rq1,eclipse_0,model21,ibea,train,0.5458871515975527,0.7366572993451973,0.7247292418772563,0.7487816764132553,0.2512183235867446,0.2752707581227437,0.43784078516902947,803.0,3073.0,1031.0,305.0,0.40567109605134755,0.4316667064247726,0.7436684574059862
D:/desktop backup/work/work/code_review_state_prediction/results/rq1,eclipse_0,model22,ibea,test,0.34014717906786585,0.4966884220624548,0.9223946784922394,0.26745534678728833,0.7325446532127117,0.07760532150776053,0.20852130325814536,832.0,1153.0,3158.0,70.0,0.16947407147196225,0.6068953423841295,0.3807788221753309
D:/desktop backup/work/work/code_review_state_prediction/results/rq1,eclipse_0,model22,ibea,train,0.40498677748394407,0.4831048903120156,0.9675090252707581,0.2412280701754386,0.7587719298245614,0.032490974729241874,0.2560917343526039,1072.0,990.0,3114.0,36.0,0.21478299789414032,0.6162253040601834,0.3956254796623177
D:/desktop backup/work/work/code_review_state_prediction/results/rq1,eclipse_0,model23,ibea,test,0.31842024066646096,0.5745895967901674,0.5720620842572062,0.5771282765019717,0.4228717234980283,0.4279379157427938,0.22060709705002138,516.0,2488.0,1823.0,386.0,0.11346830085635087,0.5484632763127136,0.5762516784960675
D:/desktop backup/work/work/code_review_state_prediction/results/rq1,eclipse_0,model23,ibea,train,0.5458347856395958,0.7336717748613455,0.7066787003610109,0.7616959064327485,0.23830409356725146,0.2933212996389892,0.444633730834753,783.0,3126.0,978.0,325.0,0.40514897091098373,0.43469734955329004,0.75
D:/desktop backup/work/work/code_review_state_prediction/results/rq1,eclipse_0,model24,ibea,test,0.3822987092808851,0.6425351849295038,0.6895787139689579,0.5987009974483879,0.40129900255161216,0.31042128603104213,0.26445578231292516,622.0,2581.0,1730.0,280.0,0.21914358963007927,0.50366073265576,0.614425474774602
D:/desktop backup/work/work/code_review_state_prediction/results/rq1,eclipse_0,model24,ibea,train,0.5781315458734813,0.7303207730911834,0.6227436823104693,0.8564814814814815,0.14351851851851852,0.37725631768953066,0.5394839718530101,690.0,3515.0,589.0,418.0,0.45563379128713233,0.4492401174787479,0.806792018419033
D:/desktop backup/work/work/code_review_state_prediction/results/rq1,eclipse_0,model25,ibea,test,0.3380281690140845,0.48368385492817084,0.9312638580931264,0.2512178148921364,0.7487821851078637,0.06873614190687362,0.20648967551622419,840.0,1083.0,3228.0,62.0,0.16673175388135558,0.6131600365483968,0.3688854786111644
D:/desktop backup/work/work/code_review_state_prediction/results/rq1,eclipse_0,model25,ibea,train,0.44362211580322153,0.6056725280172895,0.9196750902527075,0.39887914230019494,0.6011208576998051,0.08032490974729242,0.2923121055651176,1019.0,1637.0,2467.0,89.0,0.27693181305433423,0.5506649751261982,0.5095932463545664
D:/desktop backup/work/work/code_review_state_prediction/results/rq1,eclipse_0,model26,ibea,test,0.3094076655052265,0.2871228813786298,0.9844789356984479,0.08373927163071213,0.9162607283692878,0.015521064301552107,0.18354692021496485,888.0,361.0,3950.0,14.0,0.09987206208060034,0.6769018315202098,0.2395933243813543
D:/desktop backup/work/work/code_review_state_prediction/results/rq1,eclipse_0,model26,ibea,train,0.3955441928414902,0.4416544625155822,0.9774368231046932,0.19956140350877194,0.8004385964912281,0.02256317689530686,0.24793956043956045,1083.0,819.0,3285.0,25.0,0.1965757463144566,0.6327545118726778,0.3649270913277053
D:/desktop backup/work/work/code_review_state_prediction/results/rq1,eclipse_0,model27,ibea,test,0.4372918978912319,0.6865186556318289,0.655210643015521,0.7193226629552308,0.2806773370447692,0.34478935698447893,0.32815102720710715,591.0,3101.0,1210.0,311.0,0.2979348844331391,0.4714812299705322,0.7082294264339152
D:/desktop backup/work/work/code_review_state_prediction/results/rq1,eclipse_0,model27,ibea,train,0.5291368027422872,0.7297179837178086,0.766245487364621,0.6949317738791423,0.3050682261208577,0.23375451263537905,0.4040932889100428,849.0,2852.0,1252.0,259.0,0.38466122502818145,0.4383649837325286,0.7100920951650038
D:/desktop backup/work/work/code_review_state_prediction/results/rq1,eclipse_0,model28,ibea,test,0.38032305433186486,0.6329061470204719,0.5742793791574279,0.6975179772674553,0.30248202273254465,0.42572062084257206,0.2843029637760702,518.0,3007.0,1304.0,384.0,0.2156251563580375,0.5109984610740753,0.6761941300594667
