train_or_test,model_id,algorithm,run,file_id,project_name,G,precision,fn,accuracy,fp,balance,fpr,f1,fnr,MCC,tpr,tnr,tn,tp
train,model82,ibea,1,Gerrithub_all,Gerrithub,0.44573853640625627,0.1436685168452304,262.0,0.29598942265315115,79608.0,0.6315266117267972,0.7974196650372626,0.25062393274661765,0.01923924217946835,0.15490498041238318,0.9807607578205316,0.2025803349627374,20224.0,13356.0
test,model83,ibea,1,Gerrithub_all,Gerrithub,0.26652070350182916,0.10956201499408129,321.0,0.17016959418534222,27080.0,0.6805515779529928,0.9221234719242687,0.19562600910024952,0.08787298111141527,-0.011625838167538927,0.9121270188885847,0.07787652807573127,2287.0,3332.0
train,model83,ibea,1,Gerrithub_all,Gerrithub,0.6408706788567508,0.18455318389916167,1202.0,0.5058439841339797,54860.0,0.527525711531166,0.5495231989742768,0.3069696145573219,0.08826553091496549,0.23962089153437663,0.9117344690850345,0.45047680102572324,44972.0,12416.0
test,model84,ibea,1,Gerrithub_all,Gerrithub,0.635630504102865,0.17183754537360454,1144.0,0.5991520290732889,12092.0,0.5085842212628606,0.41175469063915277,0.2748986523501698,0.31316725978647686,0.17373456837355947,0.6868327402135231,0.5882453093608472,17275.0,2509.0
train,model84,ibea,1,Gerrithub_all,Gerrithub,0.7474585958992758,0.29145714120571065,3533.0,0.75275451740855,24517.0,0.4226324782018296,0.2455825787322702,0.41829116549149725,0.2594360405345866,0.34940930934466485,0.7405639594654134,0.7544174212677298,75315.0,10085.0
test,model85,ibea,1,Gerrithub_all,Gerrithub,0.6930906099393735,0.20022139200221392,759.0,0.6269230769230769,11560.0,0.4717567922943411,0.3936391187387203,0.3196553818965041,0.20777443197372022,0.2520135890591809,0.7922255680262797,0.6063608812612796,17807.0,2894.0
train,model85,ibea,1,Gerrithub_all,Gerrithub,0.7054550345301988,0.21949206227324208,2184.0,0.6223622741295725,40659.0,0.46782105745249586,0.40727422069076047,0.34800870478306517,0.16037597297694228,0.2819714103878651,0.8396240270230577,0.5927257793092395,59173.0,11434.0
test,model86,ibea,1,Gerrithub_all,Gerrithub,0.6926483489297668,0.19984818162997722,757.0,0.625923682616596,11595.0,0.4721803616486421,0.3948309326795383,0.3192239858906526,0.20722693676430332,0.2515355536118225,0.7927730632356967,0.6051690673204617,17772.0,2896.0
train,model86,ibea,1,Gerrithub_all,Gerrithub,0.7043590516015299,0.21857589864916432,2162.0,0.6199382988100485,40956.0,0.46898663467591734,0.41024921868739483,0.34699379070119646,0.1587604640916434,0.2809593894189984,0.8412395359083565,0.5897507813126052,58876.0,11456.0
test,model87,ibea,1,Gerrithub_all,Gerrithub,0.5708292747320326,0.1459162972424675,1711.0,0.6039370078740157,11367.0,0.5511898942535591,0.3870671161507815,0.22898243131706164,0.46838215165617303,0.09243743417170859,0.531617848343827,0.6129328838492185,18000.0,1942.0
train,model87,ibea,1,Gerrithub_all,Gerrithub,0.7389047764002911,0.4001407789770061,5091.0,0.842450418686646,12783.0,0.444501886152404,0.12804511579453481,0.48826156665139725,0.3738434425025701,0.4144787214668425,0.6261565574974298,0.8719548842054652,87049.0,8527.0
test,model88,ibea,1,Gerrithub_all,Gerrithub,0.681008522814192,0.19080815904983217,697.0,0.5992428831011508,12536.0,0.4835158865844103,0.42687370177410017,0.30880125359101585,0.19080208048179578,0.24030704878664735,0.8091979195182042,0.5731262982258998,16831.0,2956.0
train,model88,ibea,1,Gerrithub_all,Gerrithub,0.6919041908508182,0.20868389159187115,1737.0,0.5875804319083296,45052.0,0.4842302149434222,0.4512781472874429,0.3368059984975408,0.12755176971655163,0.2737647201673574,0.8724482302834484,0.5487218527125571,54780.0,11881.0
test,model89,ibea,1,Gerrithub_all,Gerrithub,0.6948903694387718,0.2017329327091049,766.0,0.6308298001211387,11424.0,0.47006633314054447,0.3890080702829707,0.3214206190158094,0.20969066520667945,0.254018225343989,0.7903093347933206,0.6109919297170293,17943.0,2887.0
train,model89,ibea,1,Gerrithub_all,Gerrithub,0.7058854630031758,0.22006991251279476,2223.0,0.6244424856765095,40384.0,0.4670196944567376,0.40451959291609907,0.3484869336513908,0.16323982963724482,0.2820328920669417,0.8367601703627552,0.5954804070839009,59448.0,11395.0
test,model9,ibea,1,Gerrithub_all,Gerrithub,0.5713979509633338,0.2123675424589926,2190.0,0.7693519079345851,5426.0,0.5600595279995785,0.18476521265365886,0.2775564409030544,0.5995072543115247,0.16653445398741307,0.4004927456884752,0.8152347873463411,23941.0,1463.0
train,model9,ibea,1,Gerrithub_all,Gerrithub,0.7304262600632968,0.45509083705925635,5577.0,0.8659762009695902,9628.0,0.4586578351788236,0.09644202259796458,0.5140154057595807,0.4095315024232633,0.44278826798399384,0.5904684975767367,0.9035579774020355,90204.0,8041.0
test,model90,ibea,1,Gerrithub_all,Gerrithub,0.0,0.11062992125984251,0.0,0.11062992125984251,29367.0,0.7071067811865476,1.0,0.19922013470400565,0.0,-1.0,1.0,0.0,0.0,3653.0
train,model90,ibea,1,Gerrithub_all,Gerrithub,0.3017981735178703,0.13024678337903395,33.0,0.2000881445570736,90717.0,0.6740548350890421,0.9086966103053129,0.23041044776119401,0.0024232633279483036,0.10609302149056707,0.9975767366720517,0.09130338969468707,9115.0,13585.0
test,model91,ibea,1,Gerrithub_all,Gerrithub,0.5528916600649786,0.1785007422068283,2210.0,0.7319503331314355,6641.0,0.5682716209900988,0.22613818231348112,0.24588906875692254,0.604982206405694,0.12319846630102876,0.39501779359430605,0.7738618176865188,22726.0,1443.0
train,model91,ibea,1,Gerrithub_all,Gerrithub,0.691681732809798,0.6016575559865985,6794.0,0.9002908770383429,4518.0,0.5004732467872895,0.04525603013061944,0.5467948717948717,0.4988985166691144,0.4938948205527037,0.5011014833308856,0.9547439698693806,95314.0,6824.0
test,model92,ibea,1,Gerrithub_all,Gerrithub,0.6604536172445186,0.17886469118172083,647.0,0.5624772864930345,13800.0,0.5010913827119107,0.46991521095106753,0.29385600469231143,0.17711470024637285,0.22147018476929242,0.8228852997536271,0.5300847890489325,15567.0,3006.0
train,model92,ibea,1,Gerrithub_all,Gerrithub,0.6939601306595996,0.21007283709362232,1793.0,0.5922609078889378,44465.0,0.4818979720351469,0.4453982690920747,0.3383017680379928,0.13166397415185785,0.2749199611486537,0.8683360258481422,0.5546017309079253,55367.0,11825.0
test,model93,ibea,1,Gerrithub_all,Gerrithub,0.29900627756733744,0.11385477843032568,241.0,0.18846153846153846,26556.0,0.6733066568574794,0.9042803146388804,0.20296838285595314,0.06597317273473857,0.032215846031954036,0.9340268272652614,0.09571968536111962,2811.0,3412.0
train,model93,ibea,1,Gerrithub_all,Gerrithub,0.603411666539296,0.17278119358822971,888.0,0.45495813133539004,60947.0,0.5540614681615803,0.6104956326628737,0.291654733948107,0.06520781318842708,0.2208888238796214,0.934792186811573,0.38950436733712634,38885.0,12730.0
test,model94,ibea,1,Gerrithub_all,Gerrithub,0.30486907998353685,0.11115610447459,359.0,0.19142943670502727,26340.0,0.6716744137741546,0.8969251200326898,0.19791510199176857,0.09827539009033671,0.0049626208123117925,0.9017246099096633,0.10307487996731024,3027.0,3294.0
train,model94,ibea,1,Gerrithub_all,Gerrithub,0.6447930252464182,0.18600072145734384,1243.0,0.511679153812252,54157.0,0.524455292393156,0.542481368699415,0.30879600748596386,0.0912762520193861,0.24169914416251048,0.9087237479806138,0.457518631300585,45675.0,12375.0
test,model95,ibea,1,Gerrithub_all,Gerrithub,0.29831464893026965,0.1131968335615752,264.0,0.187946698970321,26550.0,0.673409203966098,0.9040760036775973,0.20177423195999045,0.07226936764303313,0.025509753877822748,0.9277306323569668,0.0959239963224027,2817.0,3389.0
train,model95,ibea,1,Gerrithub_all,Gerrithub,0.6182708816776383,0.1770738345421641,996.0,0.474173644777435,58659.0,0.5441100896592189,0.5875771295776905,0.297341547014688,0.07313849317080334,0.2281770023157447,0.9268615068291967,0.41242287042230946,41173.0,12622.0
test,model96,ibea,1,Gerrithub_all,Gerrithub,0.43552805907729647,0.2110469909315746,2885.0,0.8256814052089643,2871.0,0.6307890894410136,0.09776279497395035,0.2106417992320351,0.7897618395839037,0.1126646641027249,0.21023816041609636,0.9022372050260496,26496.0,768.0
train,model96,ibea,1,Gerrithub_all,Gerrithub,0.6478078724119032,0.7856852929238263,7811.0,0.9171881886293521,1584.0,0.5356297697854477,0.015866655982049845,0.552810700176115,0.5735790865031576,0.5406755688582712,0.4264209134968424,0.9841333440179502,98248.0,5807.0
test,model97,ibea,1,Gerrithub_all,Gerrithub,0.27500636646671395,0.11276490882207985,221.0,0.17552998182919444,27003.0,0.67878183525742,0.9195014812544693,0.20136118282093407,0.060498220640569395,0.02335469337804888,0.9395017793594306,0.0804985187455307,2364.0,3432.0
train,model97,ibea,1,Gerrithub_all,Gerrithub,0.5719079180969764,0.16484176366121964,716.0,0.4175143234905245,65367.0,0.5730957968066801,0.6547700136228864,0.28082318499896614,0.052577470994272284,0.20563395551497177,0.9474225290057278,0.34522998637711355,34465.0,12902.0
test,model98,ibea,1,Gerrithub_all,Gerrithub,0.6808606085234675,0.1907003740487553,696.0,0.5988794669897032,12549.0,0.48366716640873547,0.42731637552354684,0.3086799937366251,0.19052833287708731,0.2401883522148462,0.8094716671229126,0.5726836244764532,16818.0,2957.0
train,model98,ibea,1,Gerrithub_all,Gerrithub,0.6881163326418178,0.2064457967094884,1710.0,0.5814631996474218,45773.0,0.4875367507943975,0.4585002804711916,0.33402993029355255,0.12556909972095756,0.2703956028862483,0.8744309002790425,0.5414997195288084,54059.0,11908.0
test,model99,ibea,1,Gerrithub_all,Gerrithub,0.6775778134384653,0.21715546566148755,1291.0,0.7030284675953967,8515.0,0.4780854347870503,0.28995130588756085,0.32512044046799726,0.3534081576786203,0.2380194995899082,0.6465918423213797,0.7100486941124391,20852.0,2362.0
train,model99,ibea,1,Gerrithub_all,Gerrithub,0.7483344730462437,0.27288322195765163,2960.0,0.7235874834728956,28399.0,0.4230864648661133,0.2844679060822181,0.4046701471286189,0.21735937729475693,0.3407658086089356,0.782640622705243,0.7155320939177818,71433.0,10658.0
test,best_model_performance,ibea,2,Gerrithub_all,Gerrithub,0.0,0.1097671880683885,32.0,0.10966081162931557,29367.0,0.7071203459781533,1.0,0.1976474441199749,0.008759923350670681,-0.08830838689939333,0.9912400766493293,0.0,0.0,3621.0
train,best_model_performance,ibea,2,Gerrithub_all,Gerrithub,0.33894387729642184,0.13305386752535317,65.0,0.2210401057734685,88308.0,0.6650484751690444,0.8845660709992788,0.23472666025857516,0.004773094433837568,0.1187568153534006,0.9952269055661624,0.1154339290007212,11524.0,13553.0
test,model1,ibea,2,Gerrithub_all,Gerrithub,0.6666386173640062,0.18846834099752388,989.0,0.6226529376135675,11471.0,0.4874736834378148,0.39060850614635473,0.2995277715313695,0.27073638105666575,0.21468705740930022,0.7292636189433342,0.6093914938536452,17896.0,2664.0
train,model1,ibea,2,Gerrithub_all,Gerrithub,0.7382029778178899,0.2584288604180715,2887.0,0.7031291317761128,30793.0,0.4325954752799201,0.3084481929641798,0.3892133038337384,0.21199882508444706,0.32354567675088314,0.788001174915553,0.6915518070358202,69039.0,10731.0
test,model10,ibea,2,Gerrithub_all,Gerrithub,0.6499895916443972,0.3421724612060499,1911.0,0.8407026044821321,3349.0,0.5174057301784764,0.11403956822283516,0.3984446477584629,0.5231316725978647,0.3151570957968776,0.47686832740213525,0.8859604317771649,26018.0,1742.0
train,model10,ibea,2,Gerrithub_all,Gerrithub,0.7460364160636741,0.3801638711337995,4756.0,0.8307183781401498,14449.0,0.43476777906228636,0.14473315169484735,0.47994800834032875,0.3492436481127919,0.4070288187980284,0.6507563518872082,0.8552668483051526,85383.0,8862.0
test,model100,ibea,2,Gerrithub_all,Gerrithub,0.46840535183716914,0.8973214285714286,2849.0,0.9109327680193822,92.0,0.6244650581564205,0.003132768073007117,0.3534842822598373,0.7799069258143991,0.41885730995510956,0.22009307418560087,0.9968672319269929,29275.0,804.0
train,model100,ibea,2,Gerrithub_all,Gerrithub,0.6596475436117916,0.7903924399527497,7596.0,0.9189687086822389,1597.0,0.5282142077519447,0.015996874749579292,0.5671234166784386,0.5577911587604641,0.5534287965788295,0.4422088412395359,0.9840031252504207,98235.0,6022.0
test,model101,ibea,2,Gerrithub_all,Gerrithub,0.6230982401492782,0.3152535735265322,2043.0,0.8322228952150212,3497.0,0.5346975992043997,0.11907923860115095,0.3675799086757991,0.5592663564193814,0.27903452653697564,0.4407336435806187,0.880920761398849,25870.0,1610.0
train,model101,ibea,2,Gerrithub_all,Gerrithub,0.7483350097240469,0.3669061827629603,4580.0,0.8221683561040106,15595.0,0.4305970856456206,0.1562124368939819,0.47256280881545587,0.33631957703040094,0.400030861218905,0.6636804229695991,0.8437875631060181,84237.0,9038.0
test,model102,ibea,2,Gerrithub_all,Gerrithub,0.688763477696094,0.2785388127853881,1518.0,0.7865536038764385,5530.0,0.4776106609187414,0.18830660264923213,0.37727513694999115,0.41554886394744045,0.2943204290612962,0.5844511360525595,0.8116933973507678,23837.0,2135.0
train,model102,ibea,2,Gerrithub_all,Gerrithub,0.7499042953515564,0.32208506641620827,4016.0,0.786460996033495,20210.0,0.4229074001240294,0.20244009936693647,0.44218282293345623,0.29490380378910264,0.37116338728956316,0.7050961962108974,0.7975599006330636,79622.0,9602.0
test,model103,ibea,2,Gerrithub_all,Gerrithub,0.3084144405632056,0.11661934190746617,162.0,0.1942459115687462,26444.0,0.6714007279659031,0.9004665100282631,0.20787185899726093,0.04434711196277032,0.05947977317643523,0.9556528880372297,0.09953348997173699,2923.0,3491.0
train,model103,ibea,2,Gerrithub_all,Gerrithub,0.4940385011005534,0.15037337606983325,388.0,0.33769061260467165,74751.0,0.6120906016565313,0.748767930122606,0.2604356342089982,0.02849170215890733,0.17349624886415024,0.9715082978410927,0.25123206987739405,25081.0,13230.0
test,model104,ibea,2,Gerrithub_all,Gerrithub,0.4681139643428188,0.8972067039106145,2850.0,0.9109024833434283,92.0,0.6245746405008951,0.003132768073007117,0.3531222515391381,0.7801806734191076,0.4185559440907141,0.21981932658089243,0.9968672319269929,29275.0,803.0
train,model104,ibea,2,Gerrithub_all,Gerrithub,0.6428506382735376,0.7931417464945162,7905.0,0.9171881886293521,1490.0,0.5388290809410979,0.01492507412452921,0.5487728735411364,0.5804817153767073,0.5392561365236084,0.4195182846232927,0.9850749258754707,98342.0,5713.0
test,model105,ibea,2,Gerrithub_all,Gerrithub,0.33164160132414666,0.1173068417650461,205.0,0.2080557238037553,25945.0,0.6653026260710971,0.8834746484148874,0.20867881135387037,0.05611825896523406,0.06059640036414007,0.943881741034766,0.11652535158511254,3422.0,3448.0
train,model105,ibea,2,Gerrithub_all,Gerrithub,0.5786878268640456,0.1663820096783376,759.0,0.42542089026002644,64427.0,0.5691030054558485,0.6453541950476801,0.28291384317521784,0.05573505654281099,0.2084704179636342,0.944264943457189,0.3546458049523199,35405.0,12859.0
test,model106,ibea,2,Gerrithub_all,Gerrithub,0.7026934696397065,0.25761742382576175,1311.0,0.7559055118110236,6749.0,0.4616059137593551,0.22981577961657643,0.36754551161330823,0.3588831097727895,0.28883273069813864,0.6411168902272105,0.7701842203834236,22618.0,2342.0
train,model106,ibea,2,Gerrithub_all,Gerrithub,0.7409675542796651,0.2668170527703148,3091.0,0.7177787571617452,28927.0,0.42899533353655694,0.28975679140956806,0.39670636116973174,0.22697899838449112,0.3297816920418854,0.7730210016155089,0.7102432085904319,70905.0,10527.0
test,model107,ibea,2,Gerrithub_all,Gerrithub,0.18173519380575795,0.11046639274848666,131.0,0.1371290127195639,28361.0,0.6951292844879139,0.9657438621582047,0.1982215218370104,0.0358609362168081,-0.0027606749956006413,0.9641390637831919,0.03425613784179521,1006.0,3522.0
train,model107,ibea,2,Gerrithub_all,Gerrithub,0.4930295662571188,0.15021795395722654,385.0,0.33676509475539884,74859.0,0.6125285762018974,0.7498497475759276,0.26021040212368496,0.02827140549273021,0.17309388168113182,0.9717285945072698,0.25015025242407246,24973.0,13233.0
test,model108,ibea,2,Gerrithub_all,Gerrithub,0.5076253486380216,0.132890365448505,493.0,0.3606299212598425,20619.0,0.5978994354495326,0.7021146184492798,0.2303878681831438,0.1349575691212702,0.1138396562275566,0.8650424308787298,0.2978853815507202,8748.0,3160.0
train,model108,ibea,2,Gerrithub_all,Gerrithub,0.7082973609387222,0.221597191240083,2194.0,0.6269457910973998,40129.0,0.4653226726049547,0.40196530170686756,0.35058538306915654,0.16111029519753267,0.28519117380216075,0.8388897048024673,0.5980346982931325,59703.0,11424.0
test,model109,ibea,2,Gerrithub_all,Gerrithub,0.6895518253618111,0.2811758502504614,1520.0,0.7888249545729861,5453.0,0.4773090410012953,0.1856846119794327,0.3795711362220838,0.4160963591568574,0.29693602056916113,0.5839036408431426,0.8143153880205674,23914.0,2133.0
train,model109,ibea,2,Gerrithub_all,Gerrithub,0.7505123024808765,0.3251298414745918,4040.0,0.7891494050242398,19881.0,0.42267512272502633,0.19914456286561424,0.44469206304988734,0.2966661771185196,0.3737315524278089,0.7033338228814804,0.8008554371343858,79951.0,9578.0
test,model11,ibea,2,Gerrithub_all,Gerrithub,0.29512435279714977,0.11190937646193945,304.0,0.1859176256814052,26577.0,0.6740970189477591,0.9049954030033711,0.19946990678697996,0.08321927183137147,0.012685620258793589,0.9167807281686285,0.09500459699662887,2790.0,3349.0
train,model11,ibea,2,Gerrithub_all,Gerrithub,0.6373815351562708,0.1832421350717541,1194.0,0.5013574261789334,55377.0,0.5299002256776344,0.5547018991906403,0.30518675002149376,0.08767807313849317,0.23701711058901614,0.9123219268615068,0.4452981008093597,44455.0,12424.0
test,model110,ibea,2,Gerrithub_all,Gerrithub,0.5948096568622195,0.15243134290753338,628.0,0.4715929739551787,16820.0,0.5468069337308632,0.5727517281302141,0.2574687207421908,0.17191349575691212,0.163554965239737,0.8280865042430878,0.4272482718697858,12547.0,3025.0
train,model110,ibea,2,Gerrithub_all,Gerrithub,0.6974902333169141,0.21336039859752723,2056.0,0.6061348611723226,42628.0,0.4758689510635796,0.4269973555573363,0.3410217083529967,0.15097664855338522,0.2745935647446742,0.8490233514466148,0.5730026444426637,57204.0,11562.0
test,model111,ibea,2,Gerrithub_all,Gerrithub,0.2640707294377436,0.11203292396132741,223.0,0.16992731677771047,27186.0,0.6810813294059461,0.9257329655736031,0.20018092153258046,0.06104571584998631,0.01596202333658175,0.9389542841500137,0.07426703442639698,2181.0,3430.0
train,model111,ibea,2,Gerrithub_all,Gerrithub,0.6047588006289716,0.17307351638618246,917.0,0.4570207139709123,60684.0,0.5529826243541012,0.6078612068274701,0.29196694366860915,0.06733734762813923,0.22086315991364705,0.9326626523718607,0.39213879317252986,39148.0,12701.0
test,model112,ibea,2,Gerrithub_all,Gerrithub,0.7026934696397065,0.25761742382576175,1311.0,0.7559055118110236,6749.0,0.4616059137593551,0.22981577961657643,0.36754551161330823,0.3588831097727895,0.28883273069813864,0.6411168902272105,0.7701842203834236,22618.0,2342.0
train,model112,ibea,2,Gerrithub_all,Gerrithub,0.740995055013841,0.26687964301107986,3092.0,0.7178757161745262,28915.0,0.42896659156834877,0.2896365894703101,0.3967658644150851,0.22705243060655014,0.32983898510701154,0.7729475693934499,0.7103634105296899,70917.0,10526.0
test,model113,ibea,2,Gerrithub_all,Gerrithub,0.6913570421120037,0.21995604395604396,1151.0,0.6964264082374318,8873.0,0.46719383544758347,0.30214185991078424,0.3329784402448762,0.31508349301943606,0.25266395776625156,0.6849165069805639,0.6978581400892158,20494.0,2502.0
train,model113,ibea,2,Gerrithub_all,Gerrithub,0.7406225918849314,0.26554993837873186,3060.0,0.7156368444248568,29201.0,0.4294457457778113,0.292501402355958,0.3956011015980666,0.22470259950066088,0.3288745455950942,0.7752974004993392,0.707498597644042,70631.0,10558.0
test,model114,ibea,2,Gerrithub_all,Gerrithub,0.32143314159087355,0.11227974320448027,365.0,0.2016656571774682,25996.0,0.667395137476652,0.8852112915857936,0.19965388468895165,0.09991787571858746,0.014725541787359147,0.9000821242814125,0.11478870841420642,3371.0,3288.0
train,model114,ibea,2,Gerrithub_all,Gerrithub,0.6499163065844026,0.18790003981257464,1347.0,0.5206522697223447,53035.0,0.5197944142281308,0.5312424873787964,0.3109573767168415,0.09891320311352622,0.24319960461271123,0.9010867968864738,0.46875751262120363,46797.0,12271.0
test,model115,ibea,2,Gerrithub_all,Gerrithub,0.4138129822064063,0.21908127208480566,2971.0,0.8364021804966687,2431.0,0.6393379580874806,0.08277999114652501,0.20159621637599764,0.8133041335888311,0.11154767995630498,0.1866958664111689,0.917220008853475,26936.0,682.0
train,model115,ibea,2,Gerrithub_all,Gerrithub,0.5864114195893265,0.8175850751425117,8885.0,0.9123754958131335,1056.0,0.5711965657394436,0.010577770654699895,0.48776214767867265,0.652445292994566,0.49769210196528585,0.347554707005434,0.9894222293453001,98776.0,4733.0
test,model12,ibea,2,Gerrithub_all,Gerrithub,0.40651728500930034,0.12075222698779281,359.0,0.2627498485766202,23985.0,0.6413362737513366,0.8167330677290837,0.21298331824647612,0.09827539009033671,0.07034323563122925,0.9017246099096633,0.18326693227091634,5382.0,3294.0
train,model12,ibea,2,Gerrithub_all,Gerrithub,0.6877753843198173,0.20662114483315489,1847.0,0.5853239312472455,45198.0,0.4861171072114876,0.45274060421508133,0.3335175032229731,0.13562931414304596,0.2675643014620412,0.864370685856954,0.5472593957849187,54634.0,11771.0
test,model13,ibea,2,Gerrithub_all,Gerrithub,0.0,0.10798250410060142,98.0,0.10766202301635372,29367.0,0.7072339734336833,1.0,0.1943950786056049,0.02682726526142896,-0.15469450533334655,0.973172734738571,0.0,0.0,3555.0
train,model13,ibea,2,Gerrithub_all,Gerrithub,0.37339144417511155,0.13602859732151848,109.0,0.24275011018069634,85801.0,0.6555498276057015,0.859453882522638,0.23924978747520548,0.008004112204435306,0.13041390282360468,0.9919958877955647,0.14054611747736198,14031.0,13509.0
test,model14,ibea,2,Gerrithub_all,Gerrithub,0.36190480799414343,0.1194326340001394,226.0,0.2279527559055118,25267.0,0.656737749196598,0.8603875097899002,0.21188981976690266,0.06186695866411169,0.07227552588961286,0.9381330413358883,0.13961249021009978,4100.0,3427.0
train,model14,ibea,2,Gerrithub_all,Gerrithub,0.6686393870509372,0.19616572479957944,1677.0,0.5539180255619216,48931.0,0.5026762711868412,0.4901334241525763,0.32060679285810173,0.12314583639300926,0.25204506455348746,0.8768541636069908,0.5098665758474237,50901.0,11941.0
test,model15,ibea,2,Gerrithub_all,Gerrithub,0.5503893322265776,0.4343133606252326,2486.0,0.8786795881284071,1520.0,0.5841669220758612,0.05175877685837845,0.3681388012618297,0.6805365453052286,0.3071277598011793,0.31946345469477144,0.9482412231416215,27847.0,1167.0
train,model15,ibea,2,Gerrithub_all,Gerrithub,0.7002759903853166,0.588881435519034,6595.0,0.8986513882767739,4903.0,0.49334036966934225,0.049112509015145446,0.5498747259630442,0.4842855044793655,0.49443177302217406,0.5157144955206344,0.9508874909848546,94929.0,7023.0
test,model16,ibea,2,Gerrithub_all,Gerrithub,0.5865519399006434,0.2659846547314578,2197.0,0.8117807389460933,4018.0,0.5553332644790406,0.13682024040589777,0.3190533581680728,0.6014234875444839,0.22078525014061218,0.398576512455516,0.8631797595941022,25349.0,1456.0
train,model16,ibea,2,Gerrithub_all,Gerrithub,0.7080977396646472,0.5495345493075002,6357.0,0.8915028646981049,5952.0,0.48507759050020804,0.05962016187194487,0.5412396108978421,0.46680863562931413,0.47980203829743384,0.5331913643706858,0.9403798381280551,93880.0,7261.0
test,model17,ibea,2,Gerrithub_all,Gerrithub,0.0,0.1097671880683885,32.0,0.10966081162931557,29367.0,0.7071203459781533,1.0,0.1976474441199749,0.008759923350670681,-0.08830838689939333,0.9912400766493293,0.0,0.0,3621.0
train,model17,ibea,2,Gerrithub_all,Gerrithub,0.33894387729642184,0.13305386752535317,65.0,0.2210401057734685,88308.0,0.6650484751690444,0.8845660709992788,0.23472666025857516,0.004773094433837568,0.1187568153534006,0.9952269055661624,0.1154339290007212,11524.0,13553.0
test,model18,ibea,2,Gerrithub_all,Gerrithub,0.5805501494119953,0.14554112105998654,841.0,0.4745608721986675,16509.0,0.5511245416140463,0.5621616099703749,0.24479846783320275,0.23022173555981384,0.1321775151557691,0.7697782644401862,0.4378383900296251,12858.0,2812.0
train,model18,ibea,2,Gerrithub_all,Gerrithub,0.7369337523306602,0.25341017358771173,2713.0,0.6928955486998678,32128.0,0.43502534856218744,0.3218206587066271,0.3849887910186934,0.19922161844617417,0.32081093276916767,0.8007783815538259,0.6781793412933729,67704.0,10905.0
test,model19,ibea,2,Gerrithub_all,Gerrithub,0.5805501494119953,0.14554112105998654,841.0,0.4745608721986675,16509.0,0.5511245416140463,0.5621616099703749,0.24479846783320275,0.23022173555981384,0.1321775151557691,0.7697782644401862,0.4378383900296251,12858.0,2812.0
train,model19,ibea,2,Gerrithub_all,Gerrithub,0.7369586767894393,0.25347561259124934,2715.0,0.6930277655354782,32111.0,0.43498659904729053,0.3216503726260117,0.38504732306823,0.19936848289029227,0.3208541865228507,0.8006315171097077,0.6783496273739883,67721.0,10903.0
test,model2,ibea,2,Gerrithub_all,Gerrithub,0.5805501494119953,0.14554112105998654,841.0,0.4745608721986675,16509.0,0.5511245416140463,0.5621616099703749,0.24479846783320275,0.23022173555981384,0.1321775151557691,0.7697782644401862,0.4378383900296251,12858.0,2812.0
train,model2,ibea,2,Gerrithub_all,Gerrithub,0.7366289343062209,0.2529855072463768,2708.0,0.6921727633318643,32215.0,0.4353404480712899,0.3226921227662473,0.384540824418871,0.19885445733587898,0.3203404560356807,0.801145542664121,0.6773078772337527,67617.0,10910.0
test,model20,ibea,2,Gerrithub_all,Gerrithub,0.6329868443120554,0.2683563748079877,1906.0,0.7980314960629922,4763.0,0.5226804819569932,0.16218885143187933,0.3437961231919709,0.5217629345743224,0.24917967211097686,0.4782370654256775,0.8378111485681207,24604.0,1747.0
train,model20,ibea,2,Gerrithub_all,Gerrithub,0.7426004493315,0.41417422075718646,5074.0,0.8487527545174085,12085.0,0.44258702045473,0.12105336966103053,0.49896341285368057,0.37259509472756647,0.426659551767356,0.6274049052724335,0.8789466303389695,87747.0,8544.0
test,model21,ibea,2,Gerrithub_all,Gerrithub,0.4149766454237326,0.12064611956925363,404.0,0.27059357964869774,23681.0,0.6379380404742424,0.806381312357408,0.2124709806101429,0.11059403230221736,0.06714827897543446,0.8894059676977827,0.19361868764259202,5686.0,3249.0
train,model21,ibea,2,Gerrithub_all,Gerrithub,0.6475492522582599,0.18699989371555245,1302.0,0.5165535478184222,53545.0,0.5219223755439398,0.5363510697972594,0.3099183432101561,0.09560875312086944,0.24239258598827113,0.9043912468791305,0.4636489302027406,46287.0,12316.0
test,model22,ibea,2,Gerrithub_all,Gerrithub,0.42140634392927123,0.12536325179326835,245.0,0.2725015142337977,23777.0,0.6373473804811924,0.8096502877379371,0.22102600687463522,0.0670681631535724,0.10138357744637787,0.9329318368464276,0.19034971226206285,5590.0,3408.0
train,model22,ibea,2,Gerrithub_all,Gerrithub,0.6150400149841476,0.17594996789234163,1014.0,0.4707448215072719,59030.0,0.5458769281531545,0.5912933728664156,0.29568807769905686,0.07446027316786606,0.2251787399129586,0.9255397268321339,0.4087066271335844,40802.0,12604.0
test,model23,ibea,2,Gerrithub_all,Gerrithub,0.4149766454237326,0.12064611956925363,404.0,0.27059357964869774,23681.0,0.6379380404742424,0.806381312357408,0.2124709806101429,0.11059403230221736,0.06714827897543446,0.8894059676977827,0.19361868764259202,5686.0,3249.0
