train_or_test,model_id,algorithm,run,file_id,project_name,G,precision,fn,accuracy,fp,balance,fpr,f1,fnr,MCC,tpr,tnr,tn,tp
test,model41,ibea,3,Eclipse_all,Eclipse,0.725554589384935,0.31631961259079905,2268.0,0.7142857142857143,14118.0,0.440773186477764,0.290787007476674,0.4435993208828523,0.25772727272727275,0.3389888919171858,0.7422727272727273,0.709212992523326,34433.0,6532.0
train,model41,ibea,3,Eclipse_all,Eclipse,0.7263015805876197,0.3177638837808018,3287.0,0.8382275384598121,11130.0,0.45378467249930404,0.13800714214859636,0.4183175307645754,0.3880297485538897,0.35945774832661964,0.6119702514461103,0.8619928578514037,69518.0,5184.0
test,model42,ibea,3,Eclipse_all,Eclipse,0.7239084943130474,0.38485033598045204,3130.0,0.7873969067671008,9063.0,0.44815752726377794,0.18666968754505572,0.48187651383164065,0.35568181818181815,0.3775116310259513,0.6443181818181818,0.8133303124549442,39488.0,5670.0
train,model42,ibea,3,Eclipse_all,Eclipse,0.681870308390346,0.45636343875665686,4272.0,0.8959368933672954,5002.0,0.504037916427825,0.0620226168038885,0.47521502942507915,0.5043088183213316,0.4180057595039486,0.4956911816786684,0.9379773831961115,75646.0,4199.0
test,model43,ibea,3,Eclipse_all,Eclipse,0.5989961165999779,0.21247169862789492,1011.0,0.47898031420550646,28870.0,0.5502858871555644,0.594632448353278,0.3426824171231219,0.11488636363636363,0.21800522171747955,0.8851136363636364,0.405367551646722,19681.0,7789.0
train,model43,ibea,3,Eclipse_all,Eclipse,0.7099355524455331,0.18077803203661327,1361.0,0.6231892189095479,32220.0,0.46400964402565326,0.39951393710941374,0.297483316248614,0.1606658009680085,0.25978298311638337,0.8393341990319915,0.6004860628905863,48428.0,7110.0
test,model44,ibea,3,Eclipse_all,Eclipse,0.7126354887148082,0.2886941131852851,1949.0,0.6716883750937211,16880.0,0.45399686830669467,0.3476756400486087,0.42119824167716946,0.22147727272727272,0.31528747088876924,0.7785227272727273,0.6523243599513914,31671.0,6851.0
train,model44,ibea,3,Eclipse_all,Eclipse,0.728521752719501,0.29192309787048637,3111.0,0.8192080252246996,13001.0,0.44781497391049613,0.16120672552326157,0.3995229576624925,0.3672529807578798,0.34193772008377676,0.6327470192421202,0.8387932744767385,67647.0,5360.0
test,model45,ibea,3,Eclipse_all,Eclipse,0.6626727924630263,0.2416626389560174,1300.0,0.5669648306045231,23535.0,0.5033678044581577,0.4847479969516591,0.37655328228944396,0.14772727272727273,0.2658221581767379,0.8522727272727273,0.515252003048341,25016.0,7500.0
train,model45,ibea,3,Eclipse_all,Eclipse,0.7335848731557812,0.22376365727429556,2245.0,0.7324588471594161,21598.0,0.4340340773339358,0.26780577323678206,0.3430775588924094,0.2650218392161492,0.2956779921439761,0.7349781607838508,0.7321942267632179,59050.0,6226.0
test,model46,ibea,3,Eclipse_all,Eclipse,0.6506915492662109,0.23490850343306305,1239.0,0.5490052483827658,24626.0,0.5130291627622361,0.5072192127865544,0.3689462512503965,0.14079545454545456,0.25564358794321906,0.8592045454545455,0.49278078721344565,23925.0,7561.0
train,model46,ibea,3,Eclipse_all,Eclipse,0.7304231154087709,0.2133850630455868,2091.0,0.7126314253975022,23519.0,0.4370746898988741,0.29162533478821545,0.33255147250456085,0.24684216739464054,0.28668429016860736,0.7531578326053595,0.7083746652117845,57129.0,6380.0
test,model47,ibea,3,Eclipse_all,Eclipse,0.5863660012282291,0.20861312324855918,909.0,0.4621889766525431,29935.0,0.5590889740459094,0.6165681448373875,0.3384806760176725,0.10329545454545455,0.21306849568135272,0.8967045454545455,0.3834318551626125,18616.0,7891.0
train,model47,ibea,3,Eclipse_all,Eclipse,0.7227440193860063,0.1961465479492045,1752.0,0.671360764820072,27536.0,0.4467610176357215,0.34143438150977085,0.31451575153302436,0.2068232794239169,0.27236369550867684,0.7931767205760831,0.6585656184902291,53112.0,6719.0
test,model48,ibea,3,Eclipse_all,Eclipse,0.7014961700351787,0.33256813232091353,3150.0,0.7473627312514167,11339.0,0.4622804346741187,0.23354822763691788,0.43817131335065335,0.35795454545454547,0.32244770576907433,0.6420454545454546,0.7664517723630822,37212.0,5650.0
train,model48,ibea,3,Eclipse_all,Eclipse,0.6327133435627404,0.6184981359843778,4987.0,0.9199272882325878,2149.0,0.5428246381865998,0.02664666203749628,0.4940442427680091,0.5887144374926219,0.4635970287607555,0.41128556250737813,0.9733533379625037,78499.0,3484.0
test,model49,ibea,3,Eclipse_all,Eclipse,0.674463656419111,0.24962523848460072,1473.0,0.5902774145176196,22025.0,0.4917024820759229,0.45364668080987003,0.3840951981547494,0.16738636363636364,0.27324464468739035,0.8326136363636364,0.54635331919013,26526.0,7327.0
train,model49,ibea,3,Eclipse_all,Eclipse,0.7346596399699286,0.2666823529411765,2804.0,0.7936803599681325,15583.0,0.4377671163233065,0.19322239857157028,0.3813465226607449,0.33101168693188526,0.32744794852396886,0.6689883130681148,0.8067776014284297,65065.0,5667.0
test,model5,ibea,3,Eclipse_all,Eclipse,0.4075643715804511,0.17418293936279547,326.0,0.2937873794702795,40176.0,0.6435564413100029,0.8275009783526601,0.2950043516100957,0.03704545454545455,0.13608331043768673,0.9629545454545455,0.1724990216473399,8375.0,8474.0
train,model5,ibea,3,Eclipse_all,Eclipse,0.6829952114845489,0.16420676273736073,939.0,0.5592858986299218,38337.0,0.4940219127369838,0.4753620672552326,0.27721751932278244,0.11084877818439381,0.24282340984151946,0.8891512218156062,0.5246379327447673,42311.0,7532.0
test,model50,ibea,3,Eclipse_all,Eclipse,0.7021944232597778,0.3299733518711621,3104.0,0.7442067269969137,11566.0,0.4613226925186709,0.2382237235072398,0.43711150333819354,0.3527272727272727,0.32140867717902727,0.6472727272727272,0.7617762764927601,36985.0,5696.0
train,model50,ibea,3,Eclipse_all,Eclipse,0.6346568859129628,0.6024695592522723,4958.0,0.91835635498603,2318.0,0.5412930336740518,0.02874218827497272,0.49125996364144875,0.5852909927989611,0.45777426586912057,0.4147090072010388,0.9712578117250272,78330.0,3513.0
test,model51,ibea,3,Eclipse_all,Eclipse,0.6722575196831392,0.24803534689196938,1446.0,0.5860403480322923,22295.0,0.4938226138177627,0.4592078432987992,0.38253270566204584,0.1643181818181818,0.2715281106425205,0.8356818181818182,0.5407921567012008,26256.0,7354.0
train,model51,ibea,3,Eclipse_all,Eclipse,0.7362712784659462,0.25836721926806383,2689.0,0.783592724334878,16597.0,0.43491872914088714,0.20579555599642893,0.37484602917341975,0.31743595797426516,0.3224469279514563,0.6825640420257348,0.794204444003571,64051.0,5782.0
test,model52,ibea,3,Eclipse_all,Eclipse,0.7216966308304185,0.30477233324208414,2120.0,0.6973374483444055,15238.0,0.4447777552882427,0.3138555333566765,0.4349241487075981,0.2409090909090909,0.3302369509766054,0.759090909090909,0.6861444666433235,33313.0,6680.0
train,model52,ibea,3,Eclipse_all,Eclipse,0.7266644549999413,0.3034025374855825,3210.0,0.8284428685241082,12079.0,0.45136742170702165,0.1497743279436564,0.4076556506915656,0.3789399126431354,0.3491605834125786,0.6210600873568646,0.8502256720563436,68569.0,5261.0
test,model53,ibea,3,Eclipse_all,Eclipse,0.712529959110597,0.28855386170302366,1948.0,0.6714617007549999,16894.0,0.45409720230572814,0.3479639966221087,0.42106556873348494,0.22136363636363637,0.3151303642650857,0.7786363636363637,0.6520360033778912,31657.0,6852.0
train,model53,ibea,3,Eclipse_all,Eclipse,0.7285573965544972,0.2918662891986063,3110.0,0.8191519204658939,13007.0,0.4477713293815632,0.16128112290447377,0.39949327471217266,0.36713493094085703,0.34192111994803887,0.632865069059143,0.8387188770955263,67641.0,5361.0
test,model54,ibea,3,Eclipse_all,Eclipse,0.7278827649737935,0.34314217243493284,2643.0,0.7484089205070531,11786.0,0.43941983609771657,0.24275504109081172,0.46045694200351495,0.3003409090909091,0.3551613576598136,0.699659090909091,0.7572449589091883,36765.0,6157.0
train,model54,ibea,3,Eclipse_all,Eclipse,0.7152345138410404,0.3591241955765959,3616.0,0.8622067123733435,8664.0,0.4691369865538753,0.10742981847038985,0.4415643474306503,0.42686813835438553,0.3807492909835184,0.5731318616456145,0.8925701815296102,71984.0,4855.0
test,model55,ibea,3,Eclipse_all,Eclipse,0.7239084943130474,0.38485033598045204,3130.0,0.7873969067671008,9063.0,0.44815752726377794,0.18666968754505572,0.48187651383164065,0.35568181818181815,0.3775116310259513,0.6443181818181818,0.8133303124549442,39488.0,5670.0
train,model55,ibea,3,Eclipse_all,Eclipse,0.6822310613167015,0.4561631944444444,4267.0,0.8958807886084897,5012.0,0.5037547916889805,0.06214661243924214,0.4753773958274438,0.5037185692362177,0.4181537388873281,0.49628143076378234,0.9378533875607579,75636.0,4204.0
test,model56,ibea,3,Eclipse_all,Eclipse,0.7141150611378448,0.4522617479139218,3651.0,0.8276054471587243,6236.0,0.4660007378499861,0.12844225659615663,0.5101808273470398,0.4148863636363636,0.41262861919629146,0.5851136363636363,0.8715577434038434,42315.0,5149.0
train,model56,ibea,3,Eclipse_all,Eclipse,0.6232899537965897,0.6951472418083783,5119.0,0.9260651488459251,1470.0,0.5498053500822899,0.018227358396984427,0.5043255848943052,0.6042970133396294,0.48936555324327435,0.3957029866603707,0.9817726416030156,79178.0,3352.0
test,model57,ibea,3,Eclipse_all,Eclipse,0.5398637622464689,0.19575150690258603,746.0,0.4100190057714774,33090.0,0.5860047886503441,0.6815513583654301,0.3225212237706231,0.08477272727272728,0.18704659419137026,0.9152272727272728,0.3184486416345698,15461.0,8054.0
train,model57,ibea,3,Eclipse_all,Eclipse,0.6957414383864389,0.1706462616391629,1067.0,0.5842525162984324,35984.0,0.4814687813311358,0.44618589425652216,0.28554349293276005,0.12595915476331013,0.2510559616640467,0.8740408452366899,0.5538141057434778,44664.0,7404.0
test,model58,ibea,3,Eclipse_all,Eclipse,0.6805433958785481,0.803357776920108,4637.0,0.9013792261686806,1019.0,0.5134927673104135,0.020988239171180822,0.5954799027320842,0.5269318181818182,0.5683301612636278,0.47306818181818183,0.9790117608288191,47532.0,4163.0
train,model58,ibea,3,Eclipse_all,Eclipse,0.6003379093478753,0.7666914867212707,5382.0,0.9290611429661464,940.0,0.5636714552696955,0.011655589723241742,0.49423999999999996,0.6353441152166214,0.49831196436409814,0.36465588478337857,0.9883444102767582,79708.0,3089.0
test,model59,ibea,3,Eclipse_all,Eclipse,0.5624100288304594,0.2012456011544596,851.0,0.43504036546877994,31550.0,0.5731440741758399,0.6498321352804267,0.32915795358081945,0.09670454545454546,0.19729635157605002,0.9032954545454546,0.35016786471957323,17001.0,7949.0
train,model59,ibea,3,Eclipse_all,Eclipse,0.7089190911809254,0.17998130982749475,1345.0,0.6205971790527273,32467.0,0.4651646881581402,0.40257662930264854,0.2965213049267643,0.15877700389564398,0.25891239775459624,0.841222996104356,0.5974233706973514,48181.0,7126.0
test,model6,ibea,3,Eclipse_all,Eclipse,0.4293447787487335,0.17666834762144898,392.0,0.3099335669822671,39184.0,0.6357268454949819,0.8070688554303722,0.29819832600368845,0.04454545454545455,0.14231897572110144,0.9554545454545454,0.19293114456962782,9367.0,8408.0
train,model6,ibea,3,Eclipse_all,Eclipse,0.5751911394133841,0.13296672538979534,395.0,0.40466118336157275,52661.0,0.5721172261701625,0.6529734153357801,0.23338342388163213,0.04662967772399953,0.18910866642853588,0.9533703222760005,0.3470265846642198,27987.0,8076.0
test,model60,ibea,3,Eclipse_all,Eclipse,0.7258448449638054,0.3795721642677935,3051.0,0.7829506024306464,9397.0,0.4455731543388602,0.19354905151284216,0.480163701662073,0.34670454545454543,0.3758614954300969,0.6532954545454546,0.8064509484871578,39154.0,5749.0
train,model60,ibea,3,Eclipse_all,Eclipse,0.6874175919764939,0.44286156704862184,4181.0,0.8925257240319124,5397.0,0.4990402519555639,0.0669204444003571,0.4725189998898557,0.4935662849722583,0.4141367163381002,0.5064337150277417,0.9330795555996428,75251.0,4290.0
test,model61,ibea,3,Eclipse_all,Eclipse,0.713291802104609,0.4462616822429907,3643.0,0.8249027915816638,6399.0,0.4660749553532319,0.13179955098762128,0.5066810768323836,0.41397727272727275,0.40812849474150314,0.5860227272727273,0.8682004490123787,42152.0,5157.0
train,model61,ibea,3,Eclipse_all,Eclipse,0.623208780156963,0.6955168119551681,5120.0,0.9260875907494474,1467.0,0.5498584917833661,0.018190159706378335,0.504326886898939,0.604415063156652,0.4894521789892021,0.3955849368433479,0.9818098402936216,79181.0,3351.0
test,model62,ibea,3,Eclipse_all,Eclipse,0.7128248582291331,0.288351795904666,1928.0,0.6706596223256787,16960.0,0.4540617260592811,0.34932339189718026,0.42118166217210096,0.2190909090909091,0.31563248855380804,0.7809090909090909,0.6506766081028197,31591.0,6872.0
train,model62,ibea,3,Eclipse_all,Eclipse,0.7338324715598917,0.2837510937258737,2958.0,0.8106576599827198,13916.0,0.44130390901012134,0.17255232615811925,0.3951971326164875,0.3491913587533939,0.3397147459794275,0.6508086412466061,0.8274476738418808,66732.0,5513.0
test,model63,ibea,3,Eclipse_all,Eclipse,0.7088910682135812,0.4880741178789671,3848.0,0.8423392791756029,5194.0,0.47443076511993093,0.10698028876851146,0.5227488651958198,0.43727272727272726,0.43045008616775,0.5627272727272727,0.8930197112314885,43357.0,4952.0
train,model63,ibea,3,Eclipse_all,Eclipse,0.6640885628279783,0.5024321556579621,4546.0,0.9053737137984044,3887.0,0.5190445163084388,0.048197103461958136,0.4820978935085672,0.5366544681855743,0.43054887026571104,0.46334553181442567,0.9518028965380418,76761.0,3925.0
test,model64,ibea,3,Eclipse_all,Eclipse,0.44287256200304087,0.17835209825997952,436.0,0.32053495143938204,38532.0,0.6305492405265082,0.7936396778645136,0.3003447285262855,0.049545454545454545,0.1463853927829585,0.9504545454545454,0.20636032213548638,10019.0,8364.0
train,model64,ibea,3,Eclipse_all,Eclipse,0.6018276136181578,0.13840325327586805,507.0,0.43799863104388514,49578.0,0.5557212567427223,0.6147455609562543,0.2412858073409783,0.05985125723055129,0.19952991935359954,0.9401487427694487,0.3852544390437457,31070.0,7964.0
test,model65,ibea,3,Eclipse_all,Eclipse,0.7131249015668699,0.2886481038175633,1927.0,0.6710606615403393,16938.0,0.45381707316370345,0.3488702601388231,0.421514212995615,0.21897727272727271,0.3160873211724013,0.7810227272727273,0.651129739861177,31613.0,6873.0
train,model65,ibea,3,Eclipse_all,Eclipse,0.7284537412000694,0.28886024277580835,3093.0,0.8167281948854902,13240.0,0.44740240916634433,0.16417022120821348,0.39706153789360993,0.36512808405146974,0.33958285254401693,0.6348719159485303,0.8358297787917865,67408.0,5378.0
test,model66,ibea,3,Eclipse_all,Eclipse,0.7292465490767037,0.36693897759623717,2871.0,0.7715820125193981,10229.0,0.440661537745641,0.21068567073798686,0.47511819857360366,0.32625,0.3710019913669506,0.67375,0.7893143292620132,38322.0,5929.0
train,model66,ibea,3,Eclipse_all,Eclipse,0.699151789897859,0.4047362755651238,3959.0,0.8811140160908448,6636.0,0.48710747536372995,0.08228350362067255,0.45996228146184825,0.4673592255932003,0.39926044659196464,0.5326407744067997,0.9177164963793274,74012.0,4512.0
test,model67,ibea,3,Eclipse_all,Eclipse,0.7144520019084571,0.49604664953548133,3781.0,0.845163990165821,5099.0,0.47027044799930806,0.10502358344833268,0.5306057722803679,0.42965909090909093,0.43996643587113216,0.5703409090909091,0.8949764165516673,43452.0,5019.0
train,model67,ibea,3,Eclipse_all,Eclipse,0.6519637786405628,0.5561505280380782,4732.0,0.9134191362111335,2984.0,0.5290726660625492,0.03700029758952485,0.4921679610372515,0.5586117341518121,0.4490841705650791,0.4413882658481879,0.9629997024104752,77664.0,3739.0
test,model68,ibea,3,Eclipse_all,Eclipse,0.7256453020885103,0.3170281046387241,2280.0,0.7153319035413507,14046.0,0.44065964383623724,0.2893040308129596,0.44405094326772454,0.2590909090909091,0.33938209739423053,0.740909090909091,0.7106959691870405,34505.0,6520.0
train,model68,ibea,3,Eclipse_all,Eclipse,0.7262345785464474,0.31795312308258683,3289.0,0.8383621898809457,11116.0,0.4538752073003223,0.13783354825910127,0.4184262586297388,0.3882658481879353,0.35954721371074816,0.6117341518120647,0.8621664517408987,69532.0,5182.0
test,model69,ibea,3,Eclipse_all,Eclipse,0.6731347167880931,0.2486623772434812,1457.0,0.5877316873289045,22187.0,0.49297671678662736,0.45698337830322755,0.38314636055309154,0.1655681818181818,0.27219489064220986,0.8344318181818182,0.5430166216967725,26364.0,7343.0
train,model69,ibea,3,Eclipse_all,Eclipse,0.7317244584338866,0.2717991304772605,2907.0,0.8001099653272591,14907.0,0.44146616024095486,0.18484029362166451,0.38449312417939324,0.343170818085232,0.3290883002837391,0.656829181914768,0.8151597063783355,65741.0,5564.0
test,model7,ibea,3,Eclipse_all,Eclipse,0.3099489502201793,0.16492880154025047,148.0,0.23357918780840786,43807.0,0.6717309888712936,0.9022883153797038,0.28247277950994953,0.01681818181818182,0.10437604562301953,0.9831818181818182,0.09771168462029618,4744.0,8652.0
train,model7,ibea,3,Eclipse_all,Eclipse,0.5697714247245195,0.13195089744216756,377.0,0.3982876827612518,53247.0,0.5752120595487982,0.6602395595675032,0.23187990603334674,0.04450478101758942,0.18695473110493593,0.9554952189824106,0.33976044043249676,27401.0,8094.0
test,model70,ibea,3,Eclipse_all,Eclipse,0.6850116904166926,0.8034660064749571,4581.0,0.9021289951352199,1032.0,0.5103929695827646,0.021255998846573705,0.6005266529072664,0.5205681818181818,0.5725754461529563,0.4794318181818182,0.9787440011534263,47519.0,4219.0
train,model70,ibea,3,Eclipse_all,Eclipse,0.6027759237880613,0.7640421878832475,5356.0,0.9291060267731909,962.0,0.5623110034817776,0.01192838012101974,0.49649346509403897,0.632274819974029,0.4994351344718041,0.36772518002597093,0.9880716198789803,79686.0,3115.0
test,model71,ibea,3,Eclipse_all,Eclipse,0.19387663614470252,0.15771158631134832,53.0,0.18453034820665726,46715.0,0.693614786578549,0.9621840950752817,0.2722293112570415,0.0060227272727272725,0.06420378331808603,0.9939772727272728,0.037815904924718334,1836.0,8747.0
train,model71,ibea,3,Eclipse_all,Eclipse,0.5132421343886968,0.12290461134641771,230.0,0.33750378707121936,58811.0,0.6040430536487806,0.7292307310782661,0.21823815261575943,0.02715145791524023,0.1655372219743034,0.9728485420847598,0.270769268921734,21837.0,8241.0
test,model72,ibea,3,Eclipse_all,Eclipse,0.20089370498354892,0.15760151939947545,87.0,0.18643092535439662,46572.0,0.6925639624033757,0.9592387386459599,0.2719201061090739,0.009886363636363636,0.059714133921084295,0.9901136363636364,0.04076126135404008,1979.0,8713.0
train,model72,ibea,3,Eclipse_all,Eclipse,0.43190445789593296,0.11312229473941302,134.0,0.2650725434531357,65362.0,0.6366375077878366,0.8104602717984327,0.20292077400511135,0.015818675481053004,0.1346925607706621,0.984181324518947,0.1895397282015673,15286.0,8337.0
test,model73,ibea,3,Eclipse_all,Eclipse,0.3097633561141725,0.1647121636824743,162.0,0.2333699499572806,43805.0,0.6717272169268831,0.9022471215834895,0.2820893816436164,0.01840909090909091,0.10222504557882699,0.9815909090909091,0.09775287841651048,4746.0,8638.0
train,model73,ibea,3,Eclipse_all,Eclipse,0.552222863329078,0.12889760293466573,319.0,0.3782358419641154,55092.0,0.5848734659400795,0.683116754290249,0.22734434915986892,0.037657891630267976,0.1804135481808458,0.962342108369732,0.316883245709751,25556.0,8152.0
test,model74,ibea,3,Eclipse_all,Eclipse,0.5778336910696006,0.20639316681765238,826.0,0.4509773151296403,30661.0,0.5650039419170215,0.6315214928631748,0.33620744176241174,0.09386363636363636,0.2110899224939879,0.9061363636363636,0.3684785071368252,17890.0,7974.0
train,model74,ibea,3,Eclipse_all,Eclipse,0.7200668295896048,0.1922316384180791,1666.0,0.6604427787564942,28595.0,0.45025437121111583,0.3545655192937209,0.31022771306785807,0.1966709951599575,0.26897756859923194,0.8033290048400425,0.6454344807062792,52053.0,6805.0
test,model75,ibea,3,Eclipse_all,Eclipse,0.17090240679611543,0.15661464671773212,49.0,0.177451134243518,47125.0,0.6966508431745791,0.9706288232992112,0.27061042736099944,0.0055681818181818185,0.054195517116745515,0.9944318181818181,0.02937117670078886,1426.0,8751.0
train,model75,ibea,3,Eclipse_all,Eclipse,0.4024687714666271,0.11062477752435697,80.0,0.2421369180533893,67460.0,0.6467332783896839,0.8364745560956255,0.19902279357700245,0.009443985361822688,0.12694954123385438,0.9905560146381773,0.16352544390437457,13188.0,8391.0
test,model76,ibea,3,Eclipse_all,Eclipse,0.20008125932034926,0.1576873011281458,78.0,0.18627399696605115,46590.0,0.6926941667744513,0.9596094828118885,0.2720863488894435,0.008863636363636363,0.061362512967764155,0.9911363636363636,0.04039051718811147,1961.0,8722.0
train,model76,ibea,3,Eclipse_all,Eclipse,0.5144942532388744,0.12305945283667279,235.0,0.33879419652374915,58691.0,0.6034365547992422,0.7277427834540224,0.21846733335101726,0.027741707000354148,0.16583326533039805,0.9722582929996458,0.27225721654597757,21957.0,8236.0
test,model77,ibea,3,Eclipse_all,Eclipse,0.7233800981343588,0.38688232472071826,3155.0,0.7890010636257432,8946.0,0.44894363763120965,0.18425985046651974,0.4826642725834723,0.35852272727272727,0.3783570403768335,0.6414772727272727,0.8157401495334803,39605.0,5645.0
train,model77,ibea,3,Eclipse_all,Eclipse,0.6817732613012784,0.4637953941541187,4282.0,0.8976088151797036,4843.0,0.5045016312509469,0.0600510862017657,0.4786608010055419,0.5054893164915595,0.42222170950013993,0.4945106835084406,0.9399489137982343,75805.0,4189.0
test,model78,ibea,3,Eclipse_all,Eclipse,0.721666378271837,0.40319156723519506,3292.0,0.8004393994873673,8153.0,0.45279842492264755,0.1679265102675537,0.4904501135301189,0.3740909090909091,0.38748698304554463,0.6259090909090909,0.8320734897324463,40398.0,5508.0
train,model78,ibea,3,Eclipse_all,Eclipse,0.668415656243317,0.484771265623104,4476.0,0.9021308587394383,4246.0,0.5152705294873601,0.05264854677115365,0.4780995691718526,0.5283909809939794,0.4241622688770942,0.47160901900602054,0.9473514532288464,76402.0,3995.0
test,model79,ibea,3,Eclipse_all,Eclipse,0.6741434812167113,0.24924650343729893,1440.0,0.5883419643946923,22169.0,0.49246746442047246,0.4566126341372989,0.3840434136032769,0.16363636363636364,0.273855086292388,0.8363636363636363,0.5433873658627011,26382.0,7360.0
