train_or_test,model_id,algorithm,run,file_id,Source,Target,G,precision,fn,accuracy,fp,balance,fpr,f1,fnr,MCC,tpr,tnr,tn,tp
train,model16,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.6849571114940647,0.8340281913837602,4599.0,0.9052326899269412,836.0,0.5113204593166106,0.017219006817573275,0.6072125460721254,0.5226136363636363,0.5859509921494875,0.4773863636363636,0.9827809931824267,47715.0,4201.0
test,model160,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.5796687007102845,0.3644067796610169,2320.0,0.8593276801938219,2325.0,0.5656898854373779,0.07917049749719073,0.36465599781151686,0.6350944429236244,0.2855640228473605,0.36490555707637556,0.9208295025028093,27042.0,1333.0
train,model160,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.7287008843359573,0.5183334998501349,3612.0,0.8529581001203118,4821.0,0.45950781764242804,0.09929764577454635,0.5516508054654686,0.41045454545454546,0.4655190327750565,0.5895454545454546,0.9007023542254536,43730.0,5188.0
test,model161,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.5715203883633866,0.4877001171417415,2404.0,0.8874621441550575,1312.0,0.5742838880389193,0.04467599686723193,0.4019954940457032,0.658089241719135,0.348571292309226,0.34191075828086503,0.9553240031327681,28055.0,1249.0
train,model161,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.7208016934322248,0.6110068792995622,3915.0,0.877508674652578,3110.0,0.4740644684831378,0.06405635311322115,0.5817207502232806,0.44488636363636364,0.5109676093949612,0.5551136363636363,0.9359436468867789,45441.0,4885.0
test,model162,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.6942232345799353,0.2698315840859165,1442.0,0.7751362810417929,5983.0,0.47128440971584395,0.20373208022610412,0.37325905292479106,0.3947440459895976,0.29158464160963227,0.6052559540104024,0.7962679197738959,23384.0,2211.0
train,model162,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.7205957536397067,0.2958681224577178,1890.0,0.6803019999651271,16445.0,0.44781044008565096,0.3387159893720006,0.42979318923962057,0.21477272727272728,0.3275435243554767,0.7852272727272728,0.6612840106279995,32106.0,6910.0
test,model163,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.7119130267969903,0.22335397653194264,912.0,0.6837371290127195,9531.0,0.45247295883580696,0.3245479619981612,0.3442386185243328,0.24965781549411442,0.2763812642359246,0.7503421845058855,0.6754520380018388,19836.0,2741.0
train,model163,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.6912499163049921,0.26116387865041113,1431.0,0.6115499293822253,20847.0,0.4791368384710858,0.42938353483965314,0.3981521504214394,0.16261363636363638,0.294136124182375,0.8373863636363637,0.5706164651603468,27704.0,7369.0
test,model164,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.6160963081333841,0.20610859728506786,1831.0,0.7320109024833434,7018.0,0.5269185002213392,0.2389757210474342,0.2916833426718962,0.501231864221188,0.18404618245211735,0.49876813577881196,0.7610242789525659,22349.0,1822.0
train,model164,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.7426747272177656,0.3906381873660975,2783.0,0.7878153824693553,9386.0,0.4304987777137625,0.19332248563366358,0.4972110895343553,0.31625,0.3988016676998643,0.68375,0.8066775143663364,39165.0,6017.0
test,model165,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.32979809447684627,0.12019960214437439,88.0,0.20708661417322835,26094.0,0.6666614075287993,0.8885483706200837,0.21403698366954854,0.024089789214344376,0.0906283123521885,0.9759102107856557,0.11145162937991623,3273.0,3565.0
train,model165,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.6099799658878015,0.2178174451075946,844.0,0.487123153911876,28570.0,0.5459936009793444,0.5884533789211345,0.3510567885981556,0.0959090909090909,0.23655683437518532,0.9040909090909091,0.4115466210788655,19981.0,7956.0
test,model166,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.6447022197057755,0.24449026936460885,1756.0,0.7692913385826772,5862.0,0.5101460384902562,0.19961180917356217,0.3324570627409744,0.48070079386805364,0.23651135584570138,0.5192992061319464,0.8003881908264379,23505.0,1897.0
train,model166,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.7276852363709291,0.30978161130482657,2048.0,0.7019755540443933,15044.0,0.4401841904317594,0.30985973512389037,0.44136488429860116,0.23272727272727273,0.3396332341125206,0.7672727272727272,0.6901402648761097,33507.0,6752.0
test,model167,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.6661675035438439,0.3092244897959184,1759.0,0.818594791035736,4231.0,0.5013051715255171,0.14407327953144686,0.3874002863571282,0.481522036682179,0.30213920350715406,0.5184779633178209,0.8559267204685531,25136.0,1894.0
train,model167,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.7439680875930499,0.4072622240561172,2878.0,0.7995327021324824,8619.0,0.43134707213797496,0.17752466478548332,0.507433271924939,0.32704545454545453,0.4104430168730052,0.6729545454545455,0.8224753352145167,39932.0,5922.0
test,model168,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.544161399831108,0.14152815131607954,443.0,0.39691096305269535,19471.0,0.5805266326014927,0.6630231211904518,0.24379129642287534,0.12127018888584724,0.14589750843001,0.8787298111141527,0.33697687880954813,9896.0,3210.0
train,model168,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.5581242215684665,0.20210187932739862,627.0,0.426444177084968,32267.0,0.5781039961382184,0.6646001112232498,0.3319658813972381,0.07125,0.20878564700646005,0.92875,0.3353998887767502,16284.0,8173.0
test,model169,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.47817539331854675,0.185790273556231,2675.0,0.7891883706844337,4286.0,0.6110143687386304,0.14594613000987502,0.21935628574632723,0.7322748425951273,0.10434959052110106,0.2677251574048727,0.854053869990125,25081.0,978.0
train,model169,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.6986782535651351,0.7454606590450572,4366.0,0.8974734529476383,1514.0,0.4985556106131323,0.031183703734217628,0.6013018714401953,0.49613636363636365,0.558763305349576,0.5038636363636364,0.9688162962657824,47037.0,4434.0
test,model17,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.6523515845915643,0.2566608649082876,1736.0,0.7792852816474863,5552.0,0.5056928708627502,0.1890557428406034,0.34472217227117424,0.4752258417738845,0.251706604768549,0.5247741582261155,0.8109442571593966,23815.0,1917.0
train,model17,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.7266737764984477,0.30782173715325145,2031.0,0.6991857160293631,15221.0,0.44118987914907404,0.31350538608885503,0.4396882104579409,0.23079545454545455,0.3377876518152166,0.7692045454545454,0.686494613911145,33330.0,6769.0
test,model170,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.5960434934208356,0.15321450030042058,593.0,0.46986674742580253,16912.0,0.5469582319445689,0.5758844962032214,0.259047619047619,0.16233232959211608,0.16796299279546376,0.8376676704078839,0.4241155037967787,12455.0,3060.0
train,model170,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.639390774957279,0.22971421844188716,995.0,0.5263029415354571,26172.0,0.5247820518551088,0.5390620172602006,0.364915725740468,0.11306818181818182,0.25515149628738765,0.8869318181818182,0.4609379827397994,22379.0,7805.0
test,model171,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.4357190068687766,0.13121673701596623,78.0,0.2807995154451847,23670.0,0.6349368157021554,0.8060067422617223,0.23140656353162017,0.021352313167259787,0.14255387621934346,0.9786476868327402,0.19399325773827766,5697.0,3575.0
train,model171,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.28985275339115124,0.16409262777704622,77.0,0.22384962773098988,44436.0,0.6764930116498657,0.915243764289098,0.2815732984715699,0.00875,0.10524236808098805,0.99125,0.08475623571090193,4115.0,8723.0
test,model172,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.5411117256389805,0.1410301331464611,433.0,0.3929436705027256,19612.0,0.5823495928579154,0.6678244287806041,0.24315650368132902,0.11853271283876265,0.14508635215465698,0.8814672871612373,0.3321755712193959,9755.0,3220.0
train,model172,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.5265226989759154,0.1946267673559649,527.0,0.3938902547470837,34234.0,0.5948330680330772,0.7051142098000042,0.3224901085621845,0.05988636363636363,0.19337553488271542,0.9401136363636363,0.2948857901999959,14317.0,8273.0
test,model173,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.5195325100235991,0.14165543713504022,184.0,0.3578437310720775,21020.0,0.5989739125127476,0.7157694010283652,0.24653542747494844,0.05036955926635642,0.1675818603511545,0.9496304407336436,0.28423059897163483,8347.0,3469.0
train,model173,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.3895239208349866,0.17301484828921884,224.0,0.281337727328207,40992.0,0.649881399602229,0.8443080472080905,0.29385964912280704,0.025454545454545455,0.13705723136808964,0.9745454545454545,0.15569195279190953,7559.0,8576.0
test,model174,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.5786567697962975,0.15332404369128422,242.0,0.422228952150212,18836.0,0.5678081924630761,0.6414002111213266,0.2633976833976834,0.06624692033944703,0.19559508157662708,0.933753079660553,0.35859978887867333,10531.0,3411.0
train,model174,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.5787506488115316,0.2076247238349689,718.0,0.4496695785600949,30844.0,0.5659101916476044,0.6352907252167823,0.3386833172694129,0.08159090909090909,0.21851679951830125,0.918409090909091,0.36470927478321763,17707.0,8082.0
test,model175,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.5649189032977477,0.1456373362848183,495.0,0.42395517867958815,18526.0,0.5679935114897329,0.6308441447883679,0.24927970951572795,0.1355050643306871,0.15435555555401545,0.8644949356693129,0.3691558552116321,10841.0,3158.0
train,model175,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.5581764044405176,0.2020292006928978,636.0,0.42665341493609527,32246.0,0.5779655072310057,0.6641675763629997,0.3318024791709002,0.07227272727272727,0.2082118667492063,0.9277272727272727,0.3358324236370003,16305.0,8164.0
test,model176,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.532898601756219,0.13919889263777144,435.0,0.3841611144760751,19900.0,0.5865214354341698,0.6776313549221916,0.24040939822942733,0.11908020804817958,0.13916522107725177,0.8809197919518205,0.32236864507780844,9467.0,3218.0
train,model176,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.5564560803786657,0.2017059461591559,618.0,0.42459590940001046,32382.0,0.5790750342109071,0.6669687545055715,0.33149663722550854,0.07022727272727272,0.20816869500965182,0.9297727272727273,0.33303124549442853,16169.0,8182.0
test,model177,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.47587816655671344,0.895361380798274,2823.0,0.9115687462144155,97.0,0.621609421942702,0.0033030272074096776,0.36244541484716153,0.7727894880919792,0.42518527324991756,0.2272105119080208,0.9966969727925903,29270.0,830.0
train,model177,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.6833943822175294,0.8406438631790745,4622.0,0.9055988561664139,792.0,0.5125819621781182,0.01631274330085889,0.6068264342774147,0.5252272727272728,0.5873226825120009,0.4747727272727273,0.9836872566991411,47759.0,4178.0
test,model178,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.7057051178439236,0.2550529355149182,1268.0,0.7506359781950334,6966.0,0.4584866168262564,0.23720502604964758,0.366810212242387,0.34711196277032574,0.28939959552521094,0.6528880372296743,0.7627949739503525,22401.0,2385.0
train,model178,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.716559931151716,0.28945514812512946,1814.0,0.6693518857561332,17149.0,0.4521984380876226,0.3532162056394307,0.42422954303931987,0.20613636363636365,0.3216876221781933,0.7938636363636363,0.6467837943605693,31402.0,6986.0
test,model179,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.5982960349594565,0.15715165584877056,336.0,0.45105996365838885,17790.0,0.5535002547661027,0.6057820002043109,0.26793214862681747,0.09197919518204216,0.19741539841616196,0.9080208048179579,0.39421799979568906,11577.0,3317.0
train,model179,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.63645514788752,0.22842387815837079,971.0,0.5219612561245662,26445.0,0.5271379772210363,0.5446849704434512,0.36351395273250686,0.11034090909090909,0.2535448949790763,0.8896590909090909,0.4553150295565488,22106.0,7829.0
test,model18,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.6649809415037662,0.3217736369910283,1788.0,0.8268019382192611,3931.0,0.5037034918684256,0.1338577314672932,0.3947507672769605,0.48946071721872436,0.3105909675284657,0.5105392827812757,0.8661422685327068,25436.0,1865.0
train,model18,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.737096729067576,0.3576326859908949,2594.0,0.7604052239716832,11147.0,0.4322247357367813,0.22959362320034601,0.4745918250296333,0.2947727272727273,0.37316987436946325,0.7052272727272727,0.770406376799654,37404.0,6206.0
test,model180,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.5589329382600974,0.14423734220480336,488.0,0.41653543307086616,18778.0,0.5715027862754295,0.639425205162257,0.24730426629160804,0.1335888310977279,0.1507976420097073,0.8664111689022721,0.360574794837743,10589.0,3165.0
train,model180,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.6378736771427075,0.22906908665105385,975.0,0.5238095238095238,26335.0,0.5261270339957992,0.5424193116516652,0.364292364990689,0.11079545454545454,0.254672677150439,0.8892045454545454,0.45758068834833476,22216.0,7825.0
test,model181,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.6668653969912438,0.3124793661274348,1760.0,0.8205632949727438,4165.0,0.5011171265181448,0.14182585895733307,0.38986716095149826,0.48179578428688746,0.30502721033844876,0.5182042157131125,0.858174141042667,25202.0,1893.0
train,model181,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.7354382333473714,0.34194553365203845,2434.0,0.7439451796830047,12251.0,0.4326653130053846,0.2523325987106342,0.46438341175183273,0.2765909090909091,0.3626025340194408,0.7234090909090909,0.7476674012893658,36300.0,6366.0
test,model182,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.5277723779032207,0.19812236969893168,2429.0,0.7764082374318595,4954.0,0.585661100081071,0.16869275036605713,0.24900823924321022,0.6649329318368464,0.13381645710932172,0.33506706816315357,0.8313072496339429,24413.0,1224.0
train,model182,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.7150710777307954,0.6482946793997272,4048.0,0.8844658332025597,2578.0,0.4811727932752063,0.053098803320219976,0.5892126472411656,0.46,0.5255972636589284,0.54,0.94690119667978,45973.0,4752.0
test,model183,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.676253146978821,0.23481395102300434,1438.0,0.7378558449424591,7218.0,0.4817053783757875,0.2457860864235366,0.3385297264251872,0.39364905557076374,0.250366808603279,0.6063509444292362,0.7542139135764634,22149.0,2215.0
train,model183,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.7202203330720243,0.2953312545384648,1886.0,0.679465048560618,16497.0,0.4481800087495757,0.33978702807357214,0.4292943404427059,0.21431818181818182,0.3269692584584492,0.7856818181818181,0.6602129719264279,32054.0,6914.0
test,model184,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.5372146843501897,0.20242076763815894,2382.0,0.7761962447001817,5008.0,0.5805157693379868,0.17053154901760478,0.2559403946838502,0.6520667944155488,0.14180065441046558,0.3479332055844511,0.8294684509823952,24359.0,1271.0
train,model184,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.7177993843632565,0.6245305012304105,3978.0,0.8800892748164809,2899.0,0.47747877293113294,0.05971040761261354,0.5837419042430846,0.45204545454545453,0.5155473389725832,0.5479545454545455,0.9402895923873864,45652.0,4822.0
test,model185,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.46266434312276317,0.13476407799947196,80.0,0.30284675953967294,22940.0,0.625082327814823,0.7811489086389485,0.2368892130212822,0.021899808376676703,0.1553079197655703,0.9781001916233233,0.21885109136105152,6427.0,3573.0
train,model185,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.19420016611899343,0.15822476890642737,19.0,0.18510575229725723,46716.0,0.693616289587464,0.9622046919733888,0.2731387156476974,0.002159090909090909,0.07261768563563815,0.9978409090909091,0.03779530802661119,1835.0,8781.0
test,model186,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.6071922661950305,0.21542921971511408,1944.0,0.7526347668079951,6224.0,0.5351708949736319,0.21193857050430756,0.29501122043846023,0.532165343553244,0.18787767575248307,0.4678346564467561,0.7880614294956925,23143.0,1709.0
train,model186,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.7436102365111494,0.40902161862527714,2897.0,0.8007706927516521,8529.0,0.43193939846419427,0.17567094395584026,0.5081783746556474,0.32920454545454547,0.4112129608923912,0.6707954545454545,0.8243290560441597,40022.0,5903.0
test,model187,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.5829573755121836,0.35173665111456714,2296.0,0.8547244094488189,2501.0,0.5631465151766505,0.08516361902816086,0.3613367061642924,0.6285245004106214,0.2795787976093007,0.3714754995893786,0.9148363809718392,26866.0,1357.0
train,model187,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.729911038166681,0.5109481915933529,3573.0,0.8504646823943784,5003.0,0.45765432606148043,0.10304628123004675,0.5493431424067263,0.40602272727272726,0.46218495986262503,0.5939772727272727,0.8969537187699532,43548.0,5227.0
test,model188,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.5891403457555046,0.34713216957605986,2261.0,0.8522410660205936,2618.0,0.5591647525228893,0.08914768277318078,0.3633041889599373,0.6189433342458254,0.2803212601717347,0.38105666575417463,0.9108523172268193,26749.0,1392.0
train,model188,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.7295280898149806,0.511616508185472,3581.0,0.8506913567330997,4982.0,0.45807761924914475,0.10261374636979671,0.5493395084469239,0.4069318181818182,0.4622499468912863,0.5930681818181818,0.8973862536302033,43569.0,5219.0
test,model189,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.5494975441553737,0.228611748103722,2357.0,0.7961841308298001,4373.0,0.5754056114040077,0.14890863894847958,0.2780519201888007,0.6452231042978374,0.17123959085297488,0.3547768957021626,0.8510913610515204,24994.0,1296.0
train,model189,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.7264401225349266,0.5629596612435926,3748.0,0.8662621401544873,3922.0,0.46556533779252235,0.08078103437622294,0.5684708000450096,0.4259090909090909,0.48938171171015044,0.5740909090909091,0.919218965623777,44629.0,5052.0
test,model19,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.6007852714130599,0.20436817472698907,1950.0,0.7401574803149606,6630.0,0.538324282057836,0.22576361221779548,0.2841648590021692,0.5338078291814946,0.1736224303240874,0.46619217081850534,0.7742363877822045,22737.0,1703.0
train,model19,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.7429587512051976,0.41068808941669577,2921.0,0.8019738103956339,8436.0,0.4328160242161821,0.17375543243187577,0.5086740211983561,0.33193181818181816,0.4116523624955593,0.6680681818181818,0.8262445675681243,40115.0,5879.0
test,model190,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.5870599209939213,0.4248179803735359,2311.0,0.874984857662023,1817.0,0.5637593042399959,0.06187216944189056,0.39401056958308867,0.6326307144812483,0.32578775414931876,0.3673692855187517,0.9381278305581094,27550.0,1342.0
train,model190,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.7271100638035385,0.5504110774556469,3712.0,0.8628097156108874,4156.0,0.46390524207552775,0.08560070853329489,0.5639547772112614,0.4218181818181818,0.48281868935467565,0.5781818181818181,0.9143992914667051,44395.0,5088.0
test,model191,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.5860736754838486,0.2115358638389842,2087.0,0.7600242277407632,5837.0,0.5499538962608039,0.19876051350154936,0.2832850940665702,0.5713112510265536,0.17293341800607015,0.4286887489734465,0.8012394864984507,23530.0,1566.0
train,model191,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.7428556829656776,0.4297964357616882,3036.0,0.8137260030339488,7647.0,0.435461115860074,0.1575044798253383,0.5190221061636128,0.345,0.42361272025512625,0.655,0.8424955201746617,40904.0,5764.0
test,model192,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.5370584179381408,0.20245496572612784,2383.0,0.7763173834039976,5003.0,0.5806112812493132,0.17036128988320223,0.25589361273423333,0.6523405420202574,0.14176978915064922,0.3476594579797427,0.8296387101167978,24364.0,1270.0
train,model192,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.717101811320216,0.6288929599581261,3994.0,0.8809087897333961,2836.0,0.4783341393919373,0.0584128030318634,0.5846004135749908,0.45386363636363636,0.517241224974233,0.5461363636363636,0.9415871969681366,45715.0,4806.0
test,model193,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.5672097980811968,0.14717861882751362,437.0,0.4224106602059358,18635.0,0.5682136788467183,0.6345557939183437,0.2521957340025094,0.1196277032575965,0.16297570166780945,0.8803722967424035,0.3654442060816563,10732.0,3216.0
train,model193,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.644684326781016,0.23218390804597702,1023.0,0.5337308852504752,25718.0,0.520728862465166,0.5297110255195567,0.36775032509752925,0.11625,0.2588825011243285,0.88375,0.47028897448044327,22833.0,7777.0
test,model194,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.6971732817297744,0.26532533239204614,1398.0,0.7685645063597819,6244.0,0.4678656094470666,0.2126196070419178,0.3711323238973009,0.3826991513824254,0.29034523177924526,0.6173008486175746,0.7873803929580822,23123.0,2255.0
train,model194,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.7278611672901951,0.3125964010282776,2112.0,0.7067357151575386,14707.0,0.43958547710173956,0.30291858046178244,0.4429872495446266,0.24,0.34063726881777895,0.76,0.6970814195382176,33844.0,6688.0
test,model195,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.5025673952109029,0.24382207578253706,2617.0,0.8234403391883707,3213.0,0.6019567197139065,0.1094085197670855,0.2622120982029866,0.7163974815220366,0.1631800163792063,0.2836025184779633,0.8905914802329145,26154.0,1036.0
train,model195,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.7094699428488952,0.6771228479719872,4159.0,0.8888947010514202,2213.0,0.4872404753412844,0.045580935511112024,0.5929474894595631,0.47261363636363635,0.5353123654202806,0.5273863636363636,0.954419064488888,46338.0,4641.0
test,model196,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.537025352249956,0.20235818992989166,2383.0,0.7762265293761357,5006.0,0.5806223986667157,0.17046344536384378,0.25581629569946623,0.6523405420202574,0.14166218084566992,0.3476594579797427,0.8295365546361563,24361.0,1270.0
train,model196,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.7175839198758626,0.6244654658546067,3981.0,0.8800544018412931,2898.0,0.47765428819463496,0.059689810714506394,0.5835200096869892,0.45238636363636364,0.5153218568610668,0.5476136363636364,0.9403101892854936,45653.0,4819.0
test,model197,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.59794741082756,0.15416084613849532,563.0,0.46950333131435495,16954.0,0.5465951759945591,0.5773146729322028,0.26079250538042786,0.1541199014508623,0.1724813387116392,0.8458800985491377,0.4226853270677972,12413.0,3090.0
train,model197,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.6400511693240394,0.23002092975267519,997.0,0.527174765915154,26120.0,0.5243047818317851,0.5379909785586291,0.36528333684432274,0.11329545454545455,0.25567869214035377,0.8867045454545455,0.4620090214413709,22431.0,7803.0
test,model198,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.40520897210932577,0.12748634074920545,83.0,0.25754088431253785,24433.0,0.6450963016504526,0.8319882861715531,0.22554965883244885,0.02272105119080208,0.1269603179883036,0.977278948809198,0.1680117138284469,4934.0,3570.0
train,model198,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.291346535331674,0.16420973359691235,78.0,0.22458196020993532,44393.0,0.6761660513419261,0.9143580976704908,0.28174109666478236,0.008863636363636363,0.1058015807826206,0.9911363636363636,0.08564190232950918,4158.0,8722.0
test,model2,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.709804062547832,0.24974608978265286,1194.0,0.7401271956390066,7387.0,0.4541145222602845,0.2515408451663432,0.3643232832061634,0.3268546400218998,0.28908759999471806,0.6731453599781002,0.7484591548336569,21980.0,2459.0
train,model2,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.7085543552430051,0.2789994502473887,1695.0,0.6502938048159579,18361.0,0.46065458796491543,0.37817964614529054,0.4146967839841242,0.19261363636363638,0.31133887962128304,0.8073863636363636,0.6218203538547095,30190.0,7105.0
test,model20,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.6854473468760699,0.19667917187717104,822.0,0.624924288310115,11563.0,0.47618515781532844,0.3937412742193619,0.31373635507286524,0.22502053107035314,0.24115733927575492,0.7749794689296469,0.6062587257806381,17804.0,2831.0
train,model20,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.6513981239882761,0.23545909035483478,1076.0,0.5439312304929295,25080.0,0.51519124660878,0.5165702045271982,0.37131045091818093,0.12227272727272727,0.26307157913601376,0.8777272727272727,0.4834297954728018,23471.0,7724.0
test,model21,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.6154338582939456,0.16114291453248972,444.0,0.4806480920654149,16705.0,0.5392940189782517,0.5688357680389553,0.2723299529002419,0.12154393649055571,0.19850420692925716,0.8784560635094443,0.4311642319610447,12662.0,3209.0
train,model21,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.6595324548885422,0.23975768173869597,1122.0,0.5559275339575596,24346.0,0.5086292468646982,0.5014520813165537,0.37615128355869093,0.1275,0.2693027336675038,0.8725,0.4985479186834463,24205.0,7678.0
test,model22,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.6147533633760298,0.20129371779410152,1817.0,0.7243488794669897,7285.0,0.5271750272065351,0.24806755882453094,0.28745890089243775,0.49739939775526965,0.1785614506708118,0.5026006022447304,0.7519324411754691,22082.0,1836.0
train,model22,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.7427003912031936,0.3936428712156039,2806.0,0.7900821258565675,9233.0,0.430851987358591,0.19017116022327038,0.49893869396928453,0.31886363636363635,0.4006998344332219,0.6811363636363637,0.8098288397767296,39318.0,5994.0
test,model23,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.5678245045171402,0.44664031620553357,2410.0,0.8803755299818292,1540.0,0.5752445463719822,0.052439813395988695,0.3862647607209447,0.6597317273473857,0.32498432005660316,0.3402682726526143,0.9475601866040113,27827.0,1243.0
train,model23,ibea,1,Eclipse_Gerrithub,Eclipse,Gerrithub,0.7236897904141437,0.5763672100820905,3815.0,0.8695925092849296,3664.0,0.46906412298702255,0.07546703466457952,0.5713794486790074,0.4335227272727273,0.49450948582042,0.5664772727272728,0.9245329653354205,44887.0,4985.0
