train_or_test,model_id,algorithm,run,file_id,Source,Target,G,precision,fn,accuracy,fp,balance,fpr,f1,fnr,MCC,tpr,tnr,tn,tp
train,model108,ibea,0,Eclipse_Gerrithub,Eclipse,Gerrithub,0.6091591635825788,0.2173615296115707,865.0,0.4867395511848093,28571.0,0.5461807692834881,0.5884739758192417,0.35028473049927167,0.09829545454545455,0.23470454063823798,0.9017045454545455,0.4115260241807584,19980.0,7935.0
test,model109,ibea,0,Eclipse_Gerrithub,Eclipse,Gerrithub,0.4585938248384676,0.13091380427738172,219.0,0.3029678982434888,22797.0,0.6239354940459478,0.7762794973950352,0.22982197831615583,0.05995072543115248,0.12710951387531136,0.9400492745688476,0.22372050260496476,6570.0,3434.0
train,model109,ibea,0,Eclipse_Gerrithub,Eclipse,Gerrithub,0.47524362518957874,0.1850615114235501,376.0,0.34661993687991494,37096.0,0.6185694299116722,0.7640625321826533,0.3101620029455081,0.042727272727272725,0.17209117939665577,0.9572727272727273,0.2359374678173467,11455.0,8424.0
test,model11,ibea,0,Eclipse_Gerrithub,Eclipse,Gerrithub,0.6489094715637247,0.20147942672214517,1474.0,0.6938219261053906,8636.0,0.499646397892162,0.29407157694010283,0.30121647774398674,0.4035039693402683,0.2021309801424151,0.5964960306597318,0.7059284230598971,20731.0,2179.0
train,model11,ibea,0,Eclipse_Gerrithub,Eclipse,Gerrithub,0.7227230507335614,0.3002411751808814,1953.0,0.6876950707049572,15958.0,0.44530619082501033,0.32868529999382096,0.43328587248853034,0.22193181818181817,0.3309352493016997,0.7780681818181818,0.6713147000061791,32593.0,6847.0
test,model110,ibea,0,Eclipse_Gerrithub,Eclipse,Gerrithub,0.6351411895738291,0.21212777476989714,1694.0,0.7283464566929134,7276.0,0.5127210514171996,0.24776109238260632,0.30400372439478585,0.4637284423761292,0.20162583132656003,0.5362715576238708,0.7522389076173936,22091.0,1959.0
train,model110,ibea,0,Eclipse_Gerrithub,Eclipse,Gerrithub,0.7378179938461998,0.3443947637774067,2407.0,0.74582832034315,12170.0,0.4307019973971001,0.2506642499639554,0.4672733252932793,0.27352272727272725,0.366525313836325,0.7264772727272727,0.7493357500360446,36381.0,6393.0
test,model111,ibea,0,Eclipse_Gerrithub,Eclipse,Gerrithub,0.6775102344660712,0.30569708198239925,1673.0,0.8131435493640218,4497.0,0.49137675684105747,0.15313106548166308,0.39091806515301086,0.45797974267725156,0.3071981166997839,0.5420202573227484,0.8468689345183369,24870.0,1980.0
train,model111,ibea,0,Eclipse_Gerrithub,Eclipse,Gerrithub,0.7403281683464277,0.3531673073708842,2461.0,0.7546511830656832,11610.0,0.42892715313848306,0.2391299870239542,0.4739616434259225,0.2796590909090909,0.374021562058156,0.7203409090909091,0.7608700129760458,36941.0,6339.0
test,model112,ibea,0,Eclipse_Gerrithub,Eclipse,Gerrithub,0.6083646247242898,0.15724954931753798,600.0,0.48631132646880676,16362.0,0.538916396228111,0.5571559914189397,0.26469568233050117,0.16424856282507527,0.17754590904695072,0.8357514371749247,0.4428440085810604,13005.0,3053.0
train,model112,ibea,0,Eclipse_Gerrithub,Eclipse,Gerrithub,0.5907449824999661,0.21104666490904297,795.0,0.46435110111419153,29925.0,0.5580984141397343,0.616362175856316,0.3426064626578215,0.0903409090909091,0.2233678712752022,0.9096590909090909,0.38363782414368397,18626.0,8005.0
test,model113,ibea,0,Eclipse_Gerrithub,Eclipse,Gerrithub,0.46779043372391316,0.8930957683741648,2851.0,0.9107510599636583,96.0,0.6246844271844462,0.0032689753805291654,0.3524500109865964,0.780454421023816,0.4170851345497919,0.21954557897618396,0.9967310246194708,29271.0,802.0
train,model113,ibea,0,Eclipse_Gerrithub,Eclipse,Gerrithub,0.6822464160056976,0.8288610614192009,4630.0,0.9042562466216806,861.0,0.513047341052022,0.0177339292702519,0.6029932759742607,0.5261363636363636,0.5811225893670187,0.4738636363636364,0.9822660707297481,47690.0,4170.0
test,model114,ibea,0,Eclipse_Gerrithub,Eclipse,Gerrithub,0.6118276134669881,0.1595246487738557,485.0,0.4798304058146578,16691.0,0.5402130153590498,0.5683590424626281,0.26947941476692755,0.13276758828360252,0.1914779259899898,0.8672324117163975,0.43164095753737186,12676.0,3168.0
train,model114,ibea,0,Eclipse_Gerrithub,Eclipse,Gerrithub,0.6187941452827741,0.22097451694203304,909.0,0.4990845844013182,27819.0,0.5395468046893024,0.5729851084426686,0.3545720062907212,0.10329545454545455,0.24069973637666928,0.8967045454545455,0.42701489155733147,20732.0,7891.0
test,model115,ibea,0,Eclipse_Gerrithub,Eclipse,Gerrithub,0.684643510323803,0.29010095344924286,1584.0,0.7986977589339794,5063.0,0.48302843061180495,0.17240439949603295,0.38368103847936946,0.43361620585819877,0.3003123684193528,0.5663837941418013,0.8275956005039671,24304.0,2069.0
train,model115,ibea,0,Eclipse_Gerrithub,Eclipse,Gerrithub,0.737182536924173,0.3422725572947273,2393.0,0.7435964499311258,12312.0,0.4311760837944787,0.25358900949517005,0.46564192012791167,0.27193181818181816,0.3647057923198753,0.7280681818181818,0.74641099050483,36239.0,6407.0
test,model116,ibea,0,Eclipse_Gerrithub,Eclipse,Gerrithub,0.428522766359368,0.12942166294765337,115.0,0.2757722592368262,23799.0,0.6367930025710967,0.8103994279293084,0.22833171990964826,0.031480974541472764,0.1313941632466186,0.9685190254585272,0.1896005720706916,5568.0,3538.0
train,model116,ibea,0,Eclipse_Gerrithub,Eclipse,Gerrithub,0.3551339006709241,0.1697302599313389,148.0,0.25945493539781345,42323.0,0.6602593204431815,0.8717225185887005,0.28948557089084065,0.01681818181818182,0.12779208737242437,0.9831818181818182,0.12827748141129947,6228.0,8652.0
test,model117,ibea,0,Eclipse_Gerrithub,Eclipse,Gerrithub,0.6725922522753162,0.22065955383123181,1378.0,0.7149303452453059,8035.0,0.4827021661139409,0.27360642898491505,0.3258612046121893,0.37722419928825623,0.23634851037455873,0.6227758007117438,0.726393571015085,21332.0,2275.0
train,model117,ibea,0,Eclipse_Gerrithub,Eclipse,Gerrithub,0.7158534537167011,0.2880492813141684,1786.0,0.666579484228697,17336.0,0.45316466232001734,0.35706782558546685,0.42316742081447967,0.20295454545454544,0.3208174539957446,0.7970454545454545,0.6429321744145332,31215.0,7014.0
test,model118,ibea,0,Eclipse_Gerrithub,Eclipse,Gerrithub,0.5742540359809745,0.14942157902014103,411.0,0.42864930345245306,18455.0,0.5649861313350798,0.6284264650798516,0.25577909270216964,0.11251026553517657,0.1711905832562625,0.8874897344648235,0.37157353492014844,10912.0,3242.0
train,model118,ibea,0,Eclipse_Gerrithub,Eclipse,Gerrithub,0.6131803942368844,0.2188570796949265,880.0,0.4917612596118638,28268.0,0.543487960803058,0.5822331156927767,0.35209389170445454,0.1,0.23734394394619254,0.9,0.4177668843072233,20283.0,7920.0
test,model119,ibea,0,Eclipse_Gerrithub,Eclipse,Gerrithub,0.47126284764706716,0.13215158450021333,246.0,0.31496062992125984,22374.0,0.6184035688724198,0.7618755746245786,0.23150098525514712,0.06734191075828086,0.12948184045288544,0.9326580892417191,0.2381244253754214,6993.0,3407.0
train,model119,ibea,0,Eclipse_Gerrithub,Eclipse,Gerrithub,0.48754237393570865,0.18724504580816298,400.0,0.35727363079981167,36461.0,0.6133342689334833,0.7509835018846162,0.31307653603175495,0.045454545454545456,0.1777548010810291,0.9545454545454546,0.24901649811538382,12090.0,8400.0
test,model12,ibea,0,Eclipse_Gerrithub,Eclipse,Gerrithub,0.46808198279162055,0.8932146829810901,2850.0,0.9107813446396124,96.0,0.624574864180001,0.0032689753805291654,0.35281195079086114,0.7801806734191076,0.4173872183757491,0.21981932658089243,0.9967310246194708,29271.0,803.0
train,model12,ibea,0,Eclipse_Gerrithub,Eclipse,Gerrithub,0.6841181509944083,0.8294757665677547,4607.0,0.9046398493487472,862.0,0.5117732410289807,0.017754526168359045,0.6052688560086611,0.5235227272727273,0.5831709551110009,0.47647727272727275,0.982245473831641,47689.0,4193.0
test,model120,ibea,0,Eclipse_Gerrithub,Eclipse,Gerrithub,0.7009721743935219,0.26830130849935163,1377.0,0.7703210175651121,6207.0,0.4648454883740864,0.21135968944733885,0.3750823994726434,0.3769504516835478,0.2955556948977481,0.6230495483164522,0.7886403105526612,23160.0,2276.0
train,model120,ibea,0,Eclipse_Gerrithub,Eclipse,Gerrithub,0.7153611290623269,0.2873807867054152,1779.0,0.665411239559903,17410.0,0.45367993443915505,0.35859199604539554,0.42255725075983264,0.2021590909090909,0.32014784745832037,0.7978409090909091,0.6414080039546044,31141.0,7021.0
test,model121,ibea,0,Eclipse_Gerrithub,Eclipse,Gerrithub,0.6721619381970038,0.2198300830276115,1376.0,0.7135978195033313,8081.0,0.4829502858632221,0.2751728130214186,0.3250303333095425,0.3766767040788393,0.2353610314627003,0.6233232959211606,0.7248271869785814,21286.0,2277.0
train,model121,ibea,0,Eclipse_Gerrithub,Eclipse,Gerrithub,0.71579493523989,0.2879422145612739,1784.0,0.6663702463775697,17350.0,0.45324107695677157,0.35735618215896686,0.42308388108303685,0.20272727272727273,0.3207453416511064,0.7972727272727272,0.6426438178410332,31201.0,7016.0
test,model122,ibea,0,Eclipse_Gerrithub,Eclipse,Gerrithub,0.5686128367927209,0.28800346470333477,2323.0,0.8300726832222896,3288.0,0.5681974948677097,0.11196240678312391,0.3216056099625196,0.6359156857377498,0.22801519322313454,0.3640843142622502,0.888037593216876,26079.0,1330.0
train,model122,ibea,0,Eclipse_Gerrithub,Eclipse,Gerrithub,0.7264019027120646,0.5606564648480816,3744.0,0.8656344266011055,3962.0,0.4654084398557846,0.08160491030050875,0.567515995061174,0.4254545454545455,0.48804287223703097,0.5745454545454546,0.9183950896994912,44589.0,5056.0
test,model123,ibea,0,Eclipse_Gerrithub,Eclipse,Gerrithub,0.4259727017771516,0.9286713286713286,2989.0,0.9079345850999394,51.0,0.6396223234954458,0.001736643170906119,0.30402930402930406,0.8182315904735834,0.387985840768073,0.18176840952641665,0.9982633568290938,29316.0,664.0
train,model123,ibea,0,Eclipse_Gerrithub,Eclipse,Gerrithub,0.6398303740605658,0.8684461391801716,5156.0,0.9004725288137958,552.0,0.5413037004414762,0.011369487755144075,0.5607879347491536,0.5859090909090909,0.5573851010093746,0.41409090909090907,0.9886305122448559,47999.0,3644.0
test,model124,ibea,0,Eclipse_Gerrithub,Eclipse,Gerrithub,0.6076340430501422,0.15817828103955703,482.0,0.4743185947910357,16876.0,0.5429604306829241,0.5746586304355229,0.2675949367088607,0.13194634546947714,0.18843538856213315,0.8680536545305229,0.42534136956447716,12491.0,3171.0
train,model124,ibea,0,Eclipse_Gerrithub,Eclipse,Gerrithub,0.6151025470673258,0.21958259325044405,888.0,0.49420236787501526,28120.0,0.5421759666536008,0.5791847747729192,0.3529621698786581,0.1009090909090909,0.23858074726236023,0.899090909090909,0.4208152252270808,20431.0,7912.0
test,model125,ibea,0,Eclipse_Gerrithub,Eclipse,Gerrithub,0.6162983225271849,0.16557639191742987,1375.0,0.6106904906117504,11480.0,0.5208995770777274,0.39091497258827934,0.26167365458618114,0.37640295647413086,0.14804345308983258,0.6235970435258692,0.6090850274117207,17887.0,2278.0
train,model125,ibea,0,Eclipse_Gerrithub,Eclipse,Gerrithub,0.7209651855050003,0.29707799214467606,1917.0,0.682603616327527,16286.0,0.4471963918432692,0.3354410825729645,0.43060464825299505,0.21784090909090909,0.3281115409286712,0.7821590909090909,0.6645589174270354,32265.0,6883.0
test,model126,ibea,0,Eclipse_Gerrithub,Eclipse,Gerrithub,0.6545333534212223,0.17740112994350282,827.0,0.5781041792852817,13104.0,0.5001799287677721,0.44621513944223107,0.2886176785987846,0.22638926909389542,0.2055173709247705,0.7736107309061045,0.5537848605577689,16263.0,2826.0
train,model126,ibea,0,Eclipse_Gerrithub,Eclipse,Gerrithub,0.6751547892664079,0.24921344593475742,1275.0,0.5824833045631288,22670.0,0.49441576984119534,0.4669316800889786,0.38594691627131683,0.14488636363636365,0.280204659717177,0.8551136363636364,0.5330683199110214,25881.0,7525.0
test,model127,ibea,0,Eclipse_Gerrithub,Eclipse,Gerrithub,0.7091914096959195,0.25185873605947956,1214.0,0.7438219261053907,7245.0,0.4549131565091123,0.24670548574931045,0.36574941890979984,0.332329592116069,0.29004136345862025,0.6676704078839311,0.7532945142506895,22122.0,2439.0
train,model127,ibea,0,Eclipse_Gerrithub,Eclipse,Gerrithub,0.7041025826116122,0.27366576511370994,1616.0,0.6393611270945581,19067.0,0.4655826866321425,0.39272105620893494,0.40991697811760003,0.18363636363636363,0.3064692529475608,0.8163636363636364,0.6072789437910651,29484.0,7184.0
test,model128,ibea,0,Eclipse_Gerrithub,Eclipse,Gerrithub,0.6660520242381064,0.21383290755984483,1393.0,0.7061780738946093,8309.0,0.48725384742551164,0.28293662955017534,0.3178174658979046,0.3813304133588831,0.22574274906245725,0.6186695866411169,0.7170633704498246,21058.0,2260.0
train,model128,ibea,0,Eclipse_Gerrithub,Eclipse,Gerrithub,0.7285996155067005,0.31024054982817867,2029.0,0.7021324824327387,15054.0,0.43954335549543744,0.3100657041049618,0.4421877551020408,0.2305681818181818,0.340995854626136,0.7694318181818182,0.6899342958950382,33497.0,6771.0
test,model129,ibea,0,Eclipse_Gerrithub,Eclipse,Gerrithub,0.5863946177174133,0.15192527640106748,465.0,0.44697153240460324,17796.0,0.5564222559464422,0.605986311165594,0.25879774323172466,0.12729263618943334,0.17383078679193606,0.8727073638105667,0.39401368883440596,11571.0,3188.0
train,model129,ibea,0,Eclipse_Gerrithub,Eclipse,Gerrithub,0.5139715984169949,0.1919521102020062,495.0,0.3817718958692961,34961.0,0.600950002084876,0.7200881547238985,0.3190181692467253,0.05625,0.1872753126586874,0.94375,0.2799118452761014,13590.0,8305.0
test,model13,ibea,0,Eclipse_Gerrithub,Eclipse,Gerrithub,0.6408017905523303,0.20293111871030778,1576.0,0.7052089642640824,8158.0,0.5065206029150974,0.277794803691218,0.29910714285714285,0.4314262250205311,0.19721919579607616,0.5685737749794689,0.722205196308782,21209.0,2077.0
train,model13,ibea,0,Eclipse_Gerrithub,Eclipse,Gerrithub,0.7233930257921276,0.30139764560645477,1964.0,0.689473592439539,15845.0,0.4446193306033428,0.32635785050771354,0.4342937009624854,0.22318181818181818,0.33203889324545866,0.7768181818181819,0.6736421494922865,32706.0,6836.0
test,model130,ibea,0,Eclipse_Gerrithub,Eclipse,Gerrithub,0.6082143317230887,0.29168234851336095,2103.0,0.8223198061780739,3764.0,0.5430407761827949,0.1281710763782477,0.34571205531392885,0.5756912127018888,0.2527846234143781,0.42430878729811117,0.8718289236217523,25603.0,1550.0
train,model130,ibea,0,Eclipse_Gerrithub,Eclipse,Gerrithub,0.7032208645747939,0.7110517214274485,4277.0,0.8933758783630625,1838.0,0.49370784536590767,0.037857098720932625,0.5966624892817098,0.4860227272727273,0.5464517305707248,0.5139772727272728,0.9621429012790673,46713.0,4523.0
test,model131,ibea,0,Eclipse_Gerrithub,Eclipse,Gerrithub,0.644165083698148,0.3453660515108497,1950.0,0.8431859479103574,3228.0,0.5220188625064556,0.10991929717029318,0.396784715750233,0.5338078291814946,0.3135463461326301,0.46619217081850534,0.8900807028297069,26139.0,1703.0
train,model131,ibea,0,Eclipse_Gerrithub,Eclipse,Gerrithub,0.743647952746269,0.4478740157480315,3112.0,0.8234729995989608,7012.0,0.4370305170450632,0.1444254495273012,0.5291162790697674,0.35363636363636364,0.4356856018273282,0.6463636363636364,0.8555745504726988,41539.0,5688.0
test,model132,ibea,0,Eclipse_Gerrithub,Eclipse,Gerrithub,0.5883975861141626,0.44816053511705684,2313.0,0.8799818291944276,1650.0,0.5637668633199733,0.05618551435284503,0.40343218425410204,0.6331782096906652,0.3395420281996477,0.3668217903093348,0.943814485647155,27717.0,1340.0
train,model132,ibea,0,Eclipse_Gerrithub,Eclipse,Gerrithub,0.7275268866189951,0.5515597920277296,3708.0,0.8631584453627661,4140.0,0.4636298114034715,0.08527115816358057,0.5647737355811889,0.4213636363636364,0.483841091141625,0.5786363636363636,0.9147288418364194,44411.0,5092.0
test,model133,ibea,0,Eclipse_Gerrithub,Eclipse,Gerrithub,0.5983326786019968,0.41758569299552906,2252.0,0.8726226529376135,1954.0,0.5568033434918438,0.06653726972452072,0.39982876712328763,0.6164796058034492,0.32909579337856687,0.38352039419655076,0.9334627302754793,27413.0,1401.0
train,model133,ibea,0,Eclipse_Gerrithub,Eclipse,Gerrithub,0.7380546340738424,0.5047869344847006,3422.0,0.8483374309079179,5276.0,0.4493118181560944,0.10866923441329736,0.5528940063740104,0.38886363636363636,0.465636745634424,0.6111363636363636,0.8913307655867027,43275.0,5378.0
test,model134,ibea,0,Eclipse_Gerrithub,Eclipse,Gerrithub,0.6522211465452364,0.20652898067954698,1483.0,0.7026044821320412,8337.0,0.4976856557410396,0.28389008070282973,0.3064971751412429,0.4059676977826444,0.20886201775555727,0.5940323022173556,0.7161099192971703,21030.0,2170.0
train,model134,ibea,0,Eclipse_Gerrithub,Eclipse,Gerrithub,0.7202267481063491,0.2956238759955468,1896.0,0.6801101986015937,16450.0,0.4480629457406721,0.3388189738625363,0.4294333519935311,0.21545454545454545,0.32697001452914065,0.7845454545454545,0.6611810261374637,32101.0,6904.0
test,model135,ibea,0,Eclipse_Gerrithub,Eclipse,Gerrithub,0.6185504869208193,0.3368580060422961,2092.0,0.8435796486977589,3073.0,0.5395190591950165,0.10464126400381381,0.37673464462411005,0.5726799890500958,0.2914035750528368,0.4273200109499042,0.8953587359961862,26294.0,1561.0
train,model135,ibea,0,Eclipse_Gerrithub,Eclipse,Gerrithub,0.7436362805265704,0.44804222799968485,3113.0,0.8235601820369305,7006.0,0.4370639855473807,0.1443018681386583,0.5291955520401992,0.35375,0.43578019944869056,0.64625,0.8556981318613417,41545.0,5687.0
test,model136,ibea,0,Eclipse_Gerrithub,Eclipse,Gerrithub,0.5878865431478905,0.15550370573702993,254.0,0.43328285887341006,18459.0,0.5623152156453742,0.6285626723873736,0.26647328603347575,0.06953189159594854,0.20019320878203267,0.9304681084040515,0.37143732761262643,10908.0,3399.0
train,model136,ibea,0,Eclipse_Gerrithub,Eclipse,Gerrithub,0.4321527321063833,0.17835864731056475,298.0,0.31188645359278827,39166.0,0.6353772751706942,0.8066981112644436,0.3011263016221577,0.03386363636363637,0.15339617127721095,0.9661363636363637,0.19330188873555643,9385.0,8502.0
test,model137,ibea,0,Eclipse_Gerrithub,Eclipse,Gerrithub,0.5793563894333348,0.1886481394253415,2051.0,0.7292247122955784,6890.0,0.5515909038010937,0.23461708720672864,0.2638122684232194,0.561456337257049,0.14634988737950083,0.438543662742951,0.7653829127932713,22477.0,1602.0
train,model137,ibea,0,Eclipse_Gerrithub,Eclipse,Gerrithub,0.742915629971114,0.4199249747511182,2979.0,0.8078499067147914,8041.0,0.4340883383835877,0.16561965767955347,0.5137234136439855,0.33852272727272725,0.4174406663726155,0.6614772727272727,0.8343803423204466,40510.0,5821.0
test,model138,ibea,0,Eclipse_Gerrithub,Eclipse,Gerrithub,0.5888083618463118,0.3134823998228913,2237.0,0.8383403997577226,3101.0,0.557409555928823,0.10559471515646815,0.34663402692778456,0.6123733917328223,0.257443848250661,0.38762660826717765,0.8944052848435319,26266.0,1416.0
train,model138,ibea,0,Eclipse_Gerrithub,Eclipse,Gerrithub,0.7026904120332341,0.7176957352005092,4290.0,0.8942651392303534,1774.0,0.494402369720632,0.03653889724207535,0.5979846194643331,0.4875,0.5491912724885998,0.5125,0.9634611027579246,46777.0,4510.0
test,model139,ibea,0,Eclipse_Gerrithub,Eclipse,Gerrithub,0.6412418397267111,0.34578288528627127,1968.0,0.8438522107813446,3188.0,0.5241964365894978,0.10855722409507271,0.39526155289702086,0.5387352860662469,0.31192849339380474,0.46126471393375307,0.8914427759049273,26179.0,1685.0
train,model139,ibea,0,Eclipse_Gerrithub,Eclipse,Gerrithub,0.7434974603866042,0.46487158243579124,3189.0,0.8317727676936758,6459.0,0.4393370268031309,0.13303536487404996,0.5377096310493531,0.3623863636363636,0.4461257907534101,0.6376136363636363,0.86696463512595,42092.0,5611.0
test,model14,ibea,0,Eclipse_Gerrithub,Eclipse,Gerrithub,0.6698836469743881,0.2455873758036236,1552.0,0.7575408843125379,6454.0,0.4890462383495211,0.21977049068682536,0.34420052424639574,0.42485628250752805,0.2544232034034023,0.575143717492472,0.7802295093131747,22913.0,2101.0
train,model14,ibea,0,Eclipse_Gerrithub,Eclipse,Gerrithub,0.7352088260338743,0.32976208440219307,2244.0,0.7285313246499625,13325.0,0.4328007091224763,0.274453667277708,0.4571667654544821,0.255,0.3563541818289009,0.745,0.7255463327222921,35226.0,6556.0
test,model140,ibea,0,Eclipse_Gerrithub,Eclipse,Gerrithub,0.6467864019391208,0.1754362858083635,989.0,0.5908540278619019,12521.0,0.5025226106669749,0.4263629243708925,0.28283257245992144,0.27073638105666575,0.19063864475290138,0.7292636189433342,0.5736370756291075,16846.0,2664.0
