file_id,algorithm,project_name,MCC,f1_M,f1_A,is_new_or_old
Gerrithub_old_4,LGBM_old,Gerrithub,0.277,0.749,0.342,old
Gerrithub_old_4,ET_old,Gerrithub,0.436,0.951,0.347,old
Gerrithub_old_4,ibea_old,Gerrithub,0.644818553,0.964298859,0.658450704,old
Gerrithub_old_4,DT_old,Gerrithub,0.262,0.732,0.331,old
Gerrithub_old_4,RF_old,Gerrithub,0.441,0.934,0.507,old
Gerrithub_old_4,LR_old,Gerrithub,0.31,0.821,0.38,old
Gerrithub_old_4,LGBM_old,Gerrithub,0.277,0.749,0.342,old
Gerrithub_old_4,ET_old,Gerrithub,0.244,0.906,0.337,old
Gerrithub_old_4,ibea_old,Gerrithub,0.649989578,0.965175953,0.652014652,old
Gerrithub_old_4,DT_old,Gerrithub,0.258,0.731,0.329,old
Gerrithub_old_4,RF_old,Gerrithub,0.454,0.937,0.517,old
Gerrithub_old_4,LR_old,Gerrithub,0.31,0.821,0.38,old
Gerrithub_old_4,LGBM_old,Gerrithub,0.277,0.749,0.342,old
Gerrithub_old_4,ET_old,Gerrithub,0.435,0.951,0.353,old
Libreoffice_new_0,ibea_new,Libreoffice,0.566302638,0.970072456,0.577777778,new
Libreoffice_new_0,DT_new,Libreoffice,0.345,0.897,0.382,new
Libreoffice_new_0,RF_new,Libreoffice,0.471,0.959,0.511,new
Libreoffice_new_0,LR_new,Libreoffice,0.37,0.917,0.413,new
Libreoffice_new_0,LGBM_new,Libreoffice,0.446,0.936,0.485,new
Libreoffice_new_0,ET_new,Libreoffice,0.533,0.97,0.505,new
Libreoffice_new_0,ibea_new,Libreoffice,0.573979268,0.971213231,0.573643411,new
Libreoffice_new_0,DT_new,Libreoffice,0.342,0.897,0.38,new
Libreoffice_new_0,RF_new,Libreoffice,0.472,0.957,0.515,new
Libreoffice_new_0,LR_new,Libreoffice,0.37,0.917,0.413,new
Libreoffice_new_0,LGBM_new,Libreoffice,0.446,0.936,0.485,new
Libreoffice_new_0,ET_new,Libreoffice,0.564,0.971,0.553,new
Libreoffice_new_0,ibea_new,Libreoffice,0.574176162,0.970720957,0.582959641,new
Libreoffice_new_0,DT_new,Libreoffice,0.342,0.897,0.38,new
Libreoffice_new_0,RF_new,Libreoffice,0.495,0.959,0.535,new
Libreoffice_new_0,LR_new,Libreoffice,0.37,0.917,0.413,new
Libreoffice_new_0,LGBM_new,Libreoffice,0.446,0.936,0.485,new
Libreoffice_new_0,ET_new,Libreoffice,0.561,0.971,0.546,new
Libreoffice_new_0,ibea_new,Libreoffice,0.575286419,0.971075246,0.579268293,new
Libreoffice_new_0,DT_new,Libreoffice,0.342,0.897,0.38,new
Libreoffice_new_0,RF_new,Libreoffice,0.491,0.959,0.532,new
Libreoffice_new_0,LR_new,Libreoffice,0.37,0.917,0.413,new
Libreoffice_new_0,LGBM_new,Libreoffice,0.446,0.936,0.485,new
Libreoffice_new_0,ET_new,Libreoffice,0.565,0.971,0.552,new
Libreoffice_new_0,ibea_new,Libreoffice,0.537441206,0.965473417,0.568783069,new
Libreoffice_new_0,DT_new,Libreoffice,0.329,0.886,0.365,new
Libreoffice_new_0,RF_new,Libreoffice,0.48,0.96,0.519,new
Libreoffice_new_0,LR_new,Libreoffice,0.37,0.917,0.413,new
Libreoffice_new_0,LGBM_new,Libreoffice,0.446,0.936,0.485,new
Libreoffice_new_0,ET_new,Libreoffice,0.565,0.971,0.55,new
Libreoffice_new_1,ibea_new,Libreoffice,0.556341508,0.974396036,0.515625,new
Libreoffice_new_1,DT_new,Libreoffice,0.36,0.912,0.387,new
Libreoffice_new_1,RF_new,Libreoffice,0.493,0.968,0.515,new
Libreoffice_new_1,LR_new,Libreoffice,0.331,0.907,0.363,new
Libreoffice_new_1,LGBM_new,Libreoffice,0.398,0.931,0.431,new
Libreoffice_new_1,ET_new,Libreoffice,0.532,0.973,0.497,new
Libreoffice_new_1,ibea_new,Libreoffice,0.563409437,0.974697924,0.524271845,new
Libreoffice_new_1,DT_new,Libreoffice,0.398,0.953,0.444,new
Libreoffice_new_1,RF_new,Libreoffice,0.504,0.968,0.531,new
Libreoffice_new_1,LR_new,Libreoffice,0.331,0.907,0.363,new
Libreoffice_new_1,LGBM_new,Libreoffice,0.398,0.931,0.431,new
Libreoffice_new_1,ET_new,Libreoffice,0.545,0.974,0.515,new
Libreoffice_new_1,ibea_new,Libreoffice,0.563409437,0.974697924,0.524271845,new
Libreoffice_new_1,DT_new,Libreoffice,0.398,0.953,0.444,new
Libreoffice_new_1,RF_new,Libreoffice,0.516,0.969,0.542,new
Libreoffice_new_1,LR_new,Libreoffice,0.331,0.907,0.363,new
Libreoffice_new_1,LGBM_new,Libreoffice,0.398,0.931,0.431,new
Libreoffice_new_1,ET_new,Libreoffice,0.556,0.974,0.528,new
Libreoffice_new_1,ibea_new,Libreoffice,0.559078929,0.974486107,0.522243714,new
Libreoffice_new_1,DT_new,Libreoffice,0.398,0.953,0.444,new
Libreoffice_new_1,RF_new,Libreoffice,0.512,0.969,0.536,new
Libreoffice_new_1,LR_new,Libreoffice,0.331,0.907,0.363,new
Libreoffice_new_1,LGBM_new,Libreoffice,0.398,0.931,0.431,new
Libreoffice_new_1,ET_new,Libreoffice,0.549,0.974,0.521,new
Libreoffice_new_1,ibea_new,Libreoffice,0.563409437,0.974697924,0.524271845,new
Libreoffice_new_1,DT_new,Libreoffice,0.419,0.937,0.453,new
Libreoffice_new_1,RF_new,Libreoffice,0.5,0.969,0.522,new
Libreoffice_new_1,LR_new,Libreoffice,0.331,0.907,0.363,new
Libreoffice_new_1,LGBM_new,Libreoffice,0.398,0.931,0.431,new
Libreoffice_new_1,ET_new,Libreoffice,0.549,0.974,0.519,new
Libreoffice_new_2,ibea_new,Libreoffice,0.609309176,0.977547853,0.592870544,new
Libreoffice_new_2,DT_new,Libreoffice,0.403,0.944,0.442,new
Libreoffice_new_2,RF_new,Libreoffice,0.575,0.974,0.59,new
Libreoffice_new_2,LR_new,Libreoffice,0.362,0.931,0.398,new
Libreoffice_new_2,LGBM_new,Libreoffice,0.479,0.955,0.513,new
Libreoffice_new_2,ET_new,Libreoffice,0.588,0.976,0.581,new
Libreoffice_new_2,ibea_new,Libreoffice,0.610418217,0.977533906,0.597402597,new
Libreoffice_new_2,DT_new,Libreoffice,0.448,0.94,0.472,new
Libreoffice_new_2,RF_new,Libreoffice,0.557,0.972,0.58,new
Libreoffice_new_2,LR_new,Libreoffice,0.362,0.931,0.398,new
Libreoffice_new_2,LGBM_new,Libreoffice,0.479,0.955,0.513,new
Libreoffice_new_2,ET_new,Libreoffice,0.583,0.976,0.578,new
Libreoffice_new_2,ibea_new,Libreoffice,0.591630952,0.976604555,0.579925651,new
Libreoffice_new_2,DT_new,Libreoffice,0.448,0.94,0.472,new
Libreoffice_new_2,RF_new,Libreoffice,0.56,0.973,0.58,new
Libreoffice_new_2,LR_new,Libreoffice,0.362,0.931,0.398,new
Libreoffice_new_2,LGBM_new,Libreoffice,0.479,0.955,0.513,new
Libreoffice_new_2,ET_new,Libreoffice,0.581,0.976,0.577,new
Libreoffice_new_2,ibea_new,Libreoffice,0.608979318,0.977423364,0.597785978,new
Libreoffice_new_2,DT_new,Libreoffice,0.448,0.94,0.472,new
Libreoffice_new_2,RF_new,Libreoffice,0.569,0.974,0.587,new
Libreoffice_new_2,LR_new,Libreoffice,0.362,0.931,0.398,new
Libreoffice_new_2,LGBM_new,Libreoffice,0.479,0.955,0.513,new
Libreoffice_new_2,ET_new,Libreoffice,0.577,0.976,0.574,new
Libreoffice_new_2,ibea_new,Libreoffice,0.610418217,0.977533906,0.597402597,new
Libreoffice_new_2,DT_new,Libreoffice,0.399,0.917,0.413,new
Libreoffice_new_2,RF_new,Libreoffice,0.572,0.974,0.589,new
Libreoffice_new_2,LR_new,Libreoffice,0.362,0.931,0.398,new
Libreoffice_new_2,LGBM_new,Libreoffice,0.479,0.955,0.513,new
Libreoffice_new_2,ET_new,Libreoffice,0.581,0.976,0.577,new
Libreoffice_new_3,ibea_new,Libreoffice,0.635473713,0.974973712,0.654069767,new
Libreoffice_new_3,DT_new,Libreoffice,0.371,0.899,0.392,new
Libreoffice_new_3,RF_new,Libreoffice,0.571,0.969,0.6,new
Libreoffice_new_3,LR_new,Libreoffice,0.318,0.898,0.355,new
Libreoffice_new_3,LGBM_new,Libreoffice,0.496,0.95,0.531,new
Libreoffice_new_3,ET_new,Libreoffice,0.613,0.975,0.615,new
Libreoffice_new_3,ibea_new,Libreoffice,0.633726276,0.97557908,0.645357686,new
Libreoffice_new_3,DT_new,Libreoffice,0.469,0.947,0.506,new
Libreoffice_new_3,RF_new,Libreoffice,0.558,0.968,0.588,new
Libreoffice_new_3,LR_new,Libreoffice,0.318,0.898,0.355,new
Libreoffice_new_3,LGBM_new,Libreoffice,0.496,0.95,0.531,new
Libreoffice_new_3,ET_new,Libreoffice,0.626,0.976,0.628,new
Libreoffice_new_3,ibea_new,Libreoffice,0.63236578,0.975471698,0.6443769,new
Libreoffice_new_3,DT_new,Libreoffice,0.469,0.947,0.506,new
Libreoffice_new_3,RF_new,Libreoffice,0.569,0.969,0.598,new
Libreoffice_new_3,LR_new,Libreoffice,0.318,0.898,0.355,new
Libreoffice_new_3,LGBM_new,Libreoffice,0.496,0.95,0.531,new
Libreoffice_new_3,ET_new,Libreoffice,0.622,0.975,0.625,new
Libreoffice_new_3,ibea_new,Libreoffice,0.622484518,0.973087071,0.647302905,new
Libreoffice_new_3,DT_new,Libreoffice,0.469,0.947,0.506,new
Libreoffice_new_3,RF_new,Libreoffice,0.567,0.969,0.597,new
Libreoffice_new_3,LR_new,Libreoffice,0.318,0.898,0.355,new
Libreoffice_new_3,LGBM_new,Libreoffice,0.496,0.95,0.531,new
Libreoffice_new_3,ET_new,Libreoffice,0.623,0.975,0.628,new
Libreoffice_new_3,ibea_new,Libreoffice,0.63236578,0.975471698,0.6443769,new
Libreoffice_new_3,DT_new,Libreoffice,0.454,0.944,0.492,new
Libreoffice_new_3,RF_new,Libreoffice,0.567,0.969,0.597,new
Libreoffice_new_3,LR_new,Libreoffice,0.318,0.898,0.355,new
Libreoffice_new_3,LGBM_new,Libreoffice,0.496,0.95,0.531,new
Libreoffice_new_3,ET_new,Libreoffice,0.624,0.976,0.627,new
Libreoffice_new_4,ibea_new,Libreoffice,0.689498899,0.98823768,0.654761905,new
Libreoffice_new_4,DT_new,Libreoffice,0.45,0.964,0.461,new
Libreoffice_new_4,RF_new,Libreoffice,0.626,0.986,0.626,new
Libreoffice_new_4,LR_new,Libreoffice,0.324,0.929,0.317,new
Libreoffice_new_4,LGBM_new,Libreoffice,0.544,0.977,0.563,new
Libreoffice_new_4,ET_new,Libreoffice,0.688,0.988,0.653,new
Libreoffice_new_4,ibea_new,Libreoffice,0.69639157,0.988419342,0.677966102,new
Libreoffice_new_4,DT_new,Libreoffice,0.351,0.924,0.33,new
Libreoffice_new_4,RF_new,Libreoffice,0.624,0.985,0.629,new
Libreoffice_new_4,LR_new,Libreoffice,0.324,0.929,0.317,new
Libreoffice_new_4,LGBM_new,Libreoffice,0.544,0.977,0.563,new
Libreoffice_new_4,ET_new,Libreoffice,0.688,0.988,0.653,new
Libreoffice_new_4,ibea_new,Libreoffice,0.700474694,0.988512758,0.686980609,new
Libreoffice_new_4,DT_new,Libreoffice,0.351,0.924,0.33,new
Libreoffice_new_4,RF_new,Libreoffice,0.628,0.985,0.632,new
Libreoffice_new_4,LR_new,Libreoffice,0.324,0.929,0.317,new
Libreoffice_new_4,LGBM_new,Libreoffice,0.544,0.977,0.563,new
Libreoffice_new_4,ET_new,Libreoffice,0.688,0.988,0.653,new
Libreoffice_new_4,ibea_new,Libreoffice,0.689498899,0.98823768,0.654761905,new
Libreoffice_new_4,DT_new,Libreoffice,0.351,0.924,0.33,new
Libreoffice_new_4,RF_new,Libreoffice,0.628,0.985,0.632,new
Libreoffice_new_4,LR_new,Libreoffice,0.324,0.929,0.317,new
Libreoffice_new_4,LGBM_new,Libreoffice,0.544,0.977,0.563,new
Libreoffice_new_4,ET_new,Libreoffice,0.688,0.988,0.653,new
Libreoffice_new_4,ibea_new,Libreoffice,0.689376976,0.988235294,0.656804734,new
Libreoffice_new_4,DT_new,Libreoffice,0.316,0.937,0.321,new
Libreoffice_new_4,RF_new,Libreoffice,0.62,0.985,0.626,new
Libreoffice_new_4,LR_new,Libreoffice,0.324,0.929,0.317,new
Libreoffice_new_4,LGBM_new,Libreoffice,0.544,0.977,0.563,new
Libreoffice_new_4,ET_new,Libreoffice,0.688,0.988,0.653,new
Libreoffice_old_0,ibea_old,Libreoffice,0.57613824,0.970461474,0.589781022,old
Libreoffice_old_0,DT_old,Libreoffice,0.357,0.886,0.383,old
Libreoffice_old_0,RF_old,Libreoffice,0.476,0.953,0.52,old
Libreoffice_old_0,LR_old,Libreoffice,0.347,0.913,0.393,old
Libreoffice_old_0,LGBM_old,Libreoffice,0.409,0.923,0.446,old
Libreoffice_old_0,ET_old,Libreoffice,0.481,0.957,0.523,old
Libreoffice_old_0,ibea_old,Libreoffice,0.588943388,0.971182162,0.602898551,old
Libreoffice_old_0,DT_old,Libreoffice,0.355,0.886,0.382,old
Libreoffice_old_0,RF_old,Libreoffice,0.466,0.951,0.511,old
Libreoffice_old_0,LR_old,Libreoffice,0.347,0.913,0.393,old
Libreoffice_old_0,LGBM_old,Libreoffice,0.409,0.923,0.446,old
Libreoffice_old_0,ET_old,Libreoffice,0.466,0.956,0.51,old
Libreoffice_old_0,ibea_old,Libreoffice,0.580627832,0.971386647,0.584474886,old
Libreoffice_old_0,DT_old,Libreoffice,0.355,0.886,0.382,old
Libreoffice_old_0,RF_old,Libreoffice,0.469,0.952,0.514,old
Libreoffice_old_0,LR_old,Libreoffice,0.347,0.913,0.393,old
Libreoffice_old_0,LGBM_old,Libreoffice,0.409,0.923,0.446,old
Libreoffice_old_0,ET_old,Libreoffice,0.466,0.955,0.51,old
Libreoffice_old_0,ibea_old,Libreoffice,0.573059497,0.971099476,0.574074074,old
Libreoffice_old_0,DT_old,Libreoffice,0.357,0.886,0.383,old
Libreoffice_old_0,RF_old,Libreoffice,0.468,0.952,0.512,old
Libreoffice_old_0,LR_old,Libreoffice,0.347,0.913,0.393,old
Libreoffice_old_0,LGBM_old,Libreoffice,0.409,0.923,0.446,old
Libreoffice_old_0,ET_old,Libreoffice,0.463,0.955,0.508,old
Libreoffice_old_0,ibea_old,Libreoffice,0.572183031,0.970378151,0.584070796,old
Libreoffice_old_0,DT_old,Libreoffice,0.355,0.886,0.382,old
Libreoffice_old_0,RF_old,Libreoffice,0.468,0.952,0.512,old
Libreoffice_old_0,LR_old,Libreoffice,0.347,0.913,0.393,old
Libreoffice_old_0,LGBM_old,Libreoffice,0.409,0.923,0.446,old
Libreoffice_old_0,ET_old,Libreoffice,0.471,0.956,0.515,old
Libreoffice_old_1,ibea_old,Libreoffice,0.553696787,0.974152192,0.524714829,old
Libreoffice_old_1,DT_old,Libreoffice,0.367,0.911,0.391,old
Libreoffice_old_1,RF_old,Libreoffice,0.465,0.959,0.505,old
Libreoffice_old_1,LR_old,Libreoffice,0.302,0.892,0.334,old
Libreoffice_old_1,LGBM_old,Libreoffice,0.408,0.934,0.441,old
Libreoffice_old_1,ET_old,Libreoffice,0.484,0.963,0.521,old
Libreoffice_old_1,ibea_old,Libreoffice,0.531902566,0.972625467,0.523465704,old
Libreoffice_old_1,DT_old,Libreoffice,0.367,0.911,0.391,old
Libreoffice_old_1,RF_old,Libreoffice,0.473,0.96,0.512,old
Libreoffice_old_1,LR_old,Libreoffice,0.302,0.892,0.334,old
Libreoffice_old_1,LGBM_old,Libreoffice,0.408,0.934,0.441,old
Libreoffice_old_1,ET_old,Libreoffice,0.497,0.965,0.532,old
Libreoffice_old_1,ibea_old,Libreoffice,0.531015909,0.973263136,0.493150685,old
Libreoffice_old_1,DT_old,Libreoffice,0.367,0.911,0.391,old
Libreoffice_old_1,RF_old,Libreoffice,0.463,0.959,0.503,old
Libreoffice_old_1,LR_old,Libreoffice,0.302,0.892,0.334,old
Libreoffice_old_1,LGBM_old,Libreoffice,0.408,0.934,0.441,old
Libreoffice_old_1,ET_old,Libreoffice,0.496,0.965,0.531,old
Libreoffice_old_1,ibea_old,Libreoffice,0.563409437,0.974697924,0.524271845,old
Libreoffice_old_1,DT_old,Libreoffice,0.367,0.911,0.391,old
Libreoffice_old_1,RF_old,Libreoffice,0.476,0.961,0.515,old
Libreoffice_old_1,LR_old,Libreoffice,0.302,0.892,0.334,old
Libreoffice_old_1,LGBM_old,Libreoffice,0.408,0.934,0.441,old
Libreoffice_old_1,ET_old,Libreoffice,0.494,0.965,0.529,old
Libreoffice_old_1,ibea_old,Libreoffice,0.526421222,0.972429519,0.516363636,old
Libreoffice_old_1,DT_old,Libreoffice,0.367,0.911,0.391,old
Libreoffice_old_1,RF_old,Libreoffice,0.468,0.96,0.507,old
Libreoffice_old_1,LR_old,Libreoffice,0.302,0.892,0.334,old
Libreoffice_old_1,LGBM_old,Libreoffice,0.408,0.934,0.441,old
Libreoffice_old_1,ET_old,Libreoffice,0.488,0.964,0.524,old
Libreoffice_old_2,ibea_old,Libreoffice,0.605808616,0.977206797,0.597069597,old
Libreoffice_old_2,DT_old,Libreoffice,0.396,0.92,0.414,old
Libreoffice_old_2,RF_old,Libreoffice,0.533,0.967,0.566,old
Libreoffice_old_2,LR_old,Libreoffice,0.281,0.887,0.312,old
Libreoffice_old_2,LGBM_old,Libreoffice,0.455,0.946,0.484,old
Libreoffice_old_2,ET_old,Libreoffice,0.533,0.97,0.561,old
Libreoffice_old_2,ibea_old,Libreoffice,0.602132212,0.977249224,0.583333333,old
Libreoffice_old_2,DT_old,Libreoffice,0.396,0.92,0.414,old
Libreoffice_old_2,RF_old,Libreoffice,0.534,0.967,0.566,old
Libreoffice_old_2,LR_old,Libreoffice,0.281,0.887,0.312,old
Libreoffice_old_2,LGBM_old,Libreoffice,0.455,0.946,0.484,old
Libreoffice_old_2,ET_old,Libreoffice,0.535,0.97,0.563,old
Libreoffice_old_2,ibea_old,Libreoffice,0.607603274,0.977312753,0.598165138,old
Libreoffice_old_2,DT_old,Libreoffice,0.396,0.92,0.414,old
Libreoffice_old_2,RF_old,Libreoffice,0.535,0.967,0.568,old
Libreoffice_old_2,LR_old,Libreoffice,0.281,0.887,0.312,old
Libreoffice_old_2,LGBM_old,Libreoffice,0.455,0.946,0.484,old
Libreoffice_old_2,ET_old,Libreoffice,0.537,0.97,0.565,old
Libreoffice_old_2,ibea_old,Libreoffice,0.609411397,0.977418687,0.599264706,old
Libreoffice_old_2,DT_old,Libreoffice,0.396,0.92,0.414,old
Libreoffice_old_2,RF_old,Libreoffice,0.534,0.967,0.567,old
Libreoffice_old_2,LR_old,Libreoffice,0.281,0.887,0.312,old
Libreoffice_old_2,LGBM_old,Libreoffice,0.455,0.946,0.484,old
Libreoffice_old_2,ET_old,Libreoffice,0.54,0.971,0.567,old
Libreoffice_old_2,ibea_old,Libreoffice,0.608431209,0.976473038,0.618243243,old
Libreoffice_old_2,DT_old,Libreoffice,0.396,0.92,0.414,old
Libreoffice_old_2,RF_old,Libreoffice,0.535,0.967,0.568,old
Libreoffice_old_2,LR_old,Libreoffice,0.281,0.887,0.312,old
Libreoffice_old_2,LGBM_old,Libreoffice,0.455,0.946,0.484,old
Libreoffice_old_2,ET_old,Libreoffice,0.536,0.97,0.564,old
Libreoffice_old_3,ibea_old,Libreoffice,0.593106124,0.972017673,0.615606936,old
Libreoffice_old_3,DT_old,Libreoffice,0.403,0.922,0.432,old
Libreoffice_old_3,RF_old,Libreoffice,0.551,0.965,0.585,old
Libreoffice_old_3,LR_old,Libreoffice,0.283,0.882,0.323,old
Libreoffice_old_3,LGBM_old,Libreoffice,0.455,0.945,0.493,old
Libreoffice_old_3,ET_old,Libreoffice,0.577,0.97,0.605,old
Libreoffice_old_3,ibea_old,Libreoffice,0.610242958,0.974471647,0.61875,old
Libreoffice_old_3,DT_old,Libreoffice,0.403,0.922,0.432,old
Libreoffice_old_3,RF_old,Libreoffice,0.545,0.965,0.58,old
Libreoffice_old_3,LR_old,Libreoffice,0.283,0.882,0.323,old
Libreoffice_old_3,LGBM_old,Libreoffice,0.455,0.945,0.493,old
Libreoffice_old_3,ET_old,Libreoffice,0.582,0.97,0.61,old
Libreoffice_old_3,ibea_old,Libreoffice,0.617265261,0.975253211,0.618357488,old
Libreoffice_old_3,DT_old,Libreoffice,0.403,0.922,0.432,old
Libreoffice_old_3,RF_old,Libreoffice,0.55,0.965,0.585,old
Libreoffice_old_3,LR_old,Libreoffice,0.283,0.882,0.323,old
Libreoffice_old_3,LGBM_old,Libreoffice,0.455,0.945,0.493,old
Libreoffice_old_3,ET_old,Libreoffice,0.575,0.969,0.605,old
Libreoffice_old_3,ibea_old,Libreoffice,0.609297029,0.973885684,0.624434389,old
Libreoffice_old_3,DT_old,Libreoffice,0.403,0.922,0.432,old
Libreoffice_old_3,RF_old,Libreoffice,0.554,0.966,0.589,old
Libreoffice_old_3,LR_old,Libreoffice,0.283,0.882,0.323,old
Libreoffice_old_3,LGBM_old,Libreoffice,0.455,0.945,0.493,old
Libreoffice_old_3,ET_old,Libreoffice,0.572,0.969,0.601,old
Libreoffice_old_3,ibea_old,Libreoffice,0.599254341,0.973493976,0.612557427,old
Libreoffice_old_3,DT_old,Libreoffice,0.403,0.922,0.432,old
Libreoffice_old_3,RF_old,Libreoffice,0.553,0.966,0.588,old
Libreoffice_old_3,LR_old,Libreoffice,0.283,0.882,0.323,old
Libreoffice_old_3,LGBM_old,Libreoffice,0.455,0.945,0.493,old
Libreoffice_old_3,ET_old,Libreoffice,0.582,0.97,0.61,old
Libreoffice_old_4,ibea_old,Libreoffice,0.68628888,0.988137484,0.650746269,old
Libreoffice_old_4,DT_old,Libreoffice,0.343,0.935,0.337,old
Libreoffice_old_4,RF_old,Libreoffice,0.532,0.979,0.553,old
Libreoffice_old_4,LR_old,Libreoffice,0.285,0.92,0.283,old
Libreoffice_old_4,LGBM_old,Libreoffice,0.411,0.96,0.422,old
Libreoffice_old_4,ET_old,Libreoffice,0.573,0.983,0.588,old
Libreoffice_old_4,ibea_old,Libreoffice,0.662171227,0.987305778,0.643874644,old
Libreoffice_old_4,DT_old,Libreoffice,0.343,0.935,0.337,old
Libreoffice_old_4,RF_old,Libreoffice,0.53,0.979,0.551,old
Libreoffice_old_4,LR_old,Libreoffice,0.286,0.921,0.283,old
Libreoffice_old_4,LGBM_old,Libreoffice,0.411,0.96,0.422,old
Libreoffice_old_4,ET_old,Libreoffice,0.575,0.983,0.589,old
Libreoffice_old_4,ibea_old,Libreoffice,0.683065073,0.988037307,0.646706587,old
Libreoffice_old_4,DT_old,Libreoffice,0.343,0.935,0.337,old
Libreoffice_old_4,RF_old,Libreoffice,0.521,0.978,0.543,old
Libreoffice_old_4,LR_old,Libreoffice,0.286,0.92,0.283,old
Libreoffice_old_4,LGBM_old,Libreoffice,0.411,0.96,0.422,old
Libreoffice_old_4,ET_old,Libreoffice,0.575,0.983,0.589,old
Libreoffice_old_4,ibea_old,Libreoffice,0.68628888,0.988137484,0.650746269,old
Libreoffice_old_4,DT_old,Libreoffice,0.343,0.935,0.337,old
Libreoffice_old_4,RF_old,Libreoffice,0.522,0.978,0.544,old
Libreoffice_old_4,LR_old,Libreoffice,0.286,0.92,0.283,old
Libreoffice_old_4,LGBM_old,Libreoffice,0.411,0.96,0.422,old
Libreoffice_old_4,ET_old,Libreoffice,0.572,0.983,0.585,old
Libreoffice_old_4,ibea_old,Libreoffice,0.67967703,0.987927361,0.651026393,old
Libreoffice_old_4,DT_old,Libreoffice,0.343,0.935,0.337,old
Libreoffice_old_4,RF_old,Libreoffice,0.523,0.978,0.545,old
Libreoffice_old_4,LR_old,Libreoffice,0.285,0.92,0.282,old
Libreoffice_old_4,LGBM_old,Libreoffice,0.411,0.96,0.422,old
Libreoffice_old_4,ET_old,Libreoffice,0.573,0.983,0.588,old
